age,region,day,lmean,lsd,sample_date,N
1-4,South_East,75,0,0,2020-05-01,964800
5-14,South_East,75,0,0,2020-05-01,315809
15-24,South_East,75,0,0,2020-05-01,2241345
25-44,South_East,75,0,0,2020-05-01,2427810
45-64,South_East,75,0,0,2020-05-01,1146772
65-74,South_East,75,0,0,2020-05-01,943400
75+,South_East,75,0,0,2020-05-01,812027
1-4,South_East,76,0,0,2020-05-02,964800
5-14,South_East,76,0,0,2020-05-02,315809
15-24,South_East,76,0,0,2020-05-02,2241345
25-44,South_East,76,0,0,2020-05-02,2427810
45-64,South_East,76,0,0,2020-05-02,1146772
65-74,South_East,76,0,0,2020-05-02,943400
75+,South_East,76,0,0,2020-05-02,812027
1-4,South_East,77,0,0,2020-05-03,964800
5-14,South_East,77,0,0,2020-05-03,315809
15-24,South_East,77,0,0,2020-05-03,2241345
25-44,South_East,77,0,0,2020-05-03,2427810
45-64,South_East,77,0,0,2020-05-03,1146772
65-74,South_East,77,0,0,2020-05-03,943400
75+,South_East,77,0,0,2020-05-03,812027
1-4,South_East,78,0,0,2020-05-04,964800
5-14,South_East,78,0,0,2020-05-04,315809
15-24,South_East,78,0,0,2020-05-04,2241345
25-44,South_East,78,0,0,2020-05-04,2427810
45-64,South_East,78,0,0,2020-05-04,1146772
65-74,South_East,78,0,0,2020-05-04,943400
75+,South_East,78,0,0,2020-05-04,812027
1-4,South_East,79,0,0,2020-05-05,964800
5-14,South_East,79,0,0,2020-05-05,315809
15-24,South_East,79,0,0,2020-05-05,2241345
25-44,South_East,79,0,0,2020-05-05,2427810
45-64,South_East,79,0,0,2020-05-05,1146772
65-74,South_East,79,0,0,2020-05-05,943400
75+,South_East,79,0,0,2020-05-05,812027
1-4,South_East,80,0,0,2020-05-06,964800
5-14,South_East,80,0,0,2020-05-06,315809
15-24,South_East,80,0,0,2020-05-06,2241345
25-44,South_East,80,0,0,2020-05-06,2427810
45-64,South_East,80,0,0,2020-05-06,1146772
65-74,South_East,80,0,0,2020-05-06,943400
75+,South_East,80,0,0,2020-05-06,812027
1-4,South_East,81,0,0,2020-05-07,964800
5-14,South_East,81,0,0,2020-05-07,315809
15-24,South_East,81,0,0,2020-05-07,2241345
25-44,South_East,81,0,0,2020-05-07,2427810
45-64,South_East,81,0,0,2020-05-07,1146772
65-74,South_East,81,0,0,2020-05-07,943400
75+,South_East,81,0,0,2020-05-07,812027
1-4,South_East,82,0,0,2020-05-08,964800
