age,region,day,lmean,lsd,sample_date,N
1-4,Yorkshire_and_The_Humber,75,0,0,2020-05-01,503965
5-14,Yorkshire_and_The_Humber,75,0,0,2020-05-01,145921
15-24,Yorkshire_and_The_Humber,75,0,0,2020-05-01,1074440
25-44,Yorkshire_and_The_Humber,75,0,0,2020-05-01,1109373
45-64,Yorkshire_and_The_Humber,75,0,0,2020-05-01,510799
65-74,Yorkshire_and_The_Humber,75,0,0,2020-05-01,451306
75+,Yorkshire_and_The_Humber,75,0,0,2020-05-01,366511
1-4,Yorkshire_and_The_Humber,76,0,0,2020-05-02,503965
5-14,Yorkshire_and_The_Humber,76,0,0,2020-05-02,145921
15-24,Yorkshire_and_The_Humber,76,0,0,2020-05-02,1074440
25-44,Yorkshire_and_The_Humber,76,0,0,2020-05-02,1109373
45-64,Yorkshire_and_The_Humber,76,0,0,2020-05-02,510799
65-74,Yorkshire_and_The_Humber,76,0,0,2020-05-02,451306
75+,Yorkshire_and_The_Humber,76,0,0,2020-05-02,366511
1-4,Yorkshire_and_The_Humber,77,0,0,2020-05-03,503965
5-14,Yorkshire_and_The_Humber,77,0,0,2020-05-03,145921
15-24,Yorkshire_and_The_Humber,77,0,0,2020-05-03,1074440
25-44,Yorkshire_and_The_Humber,77,0,0,2020-05-03,1109373
45-64,Yorkshire_and_The_Humber,77,0,0,2020-05-03,510799
65-74,Yorkshire_and_The_Humber,77,0,0,2020-05-03,451306
75+,Yorkshire_and_The_Humber,77,0,0,2020-05-03,366511
1-4,Yorkshire_and_The_Humber,78,0,0,2020-05-04,503965
5-14,Yorkshire_and_The_Humber,78,0,0,2020-05-04,145921
15-24,Yorkshire_and_The_Humber,78,0,0,2020-05-04,1074440
25-44,Yorkshire_and_The_Humber,78,0,0,2020-05-04,1109373
45-64,Yorkshire_and_The_Humber,78,0,0,2020-05-04,510799
65-74,Yorkshire_and_The_Humber,78,0,0,2020-05-04,451306
75+,Yorkshire_and_The_Humber,78,0,0,2020-05-04,366511
1-4,Yorkshire_and_The_Humber,79,0,0,2020-05-05,503965
5-14,Yorkshire_and_The_Humber,79,0,0,2020-05-05,145921
15-24,Yorkshire_and_The_Humber,79,0,0,2020-05-05,1074440
25-44,Yorkshire_and_The_Humber,79,0,0,2020-05-05,1109373
45-64,Yorkshire_and_The_Humber,79,0,0,2020-05-05,510799
65-74,Yorkshire_and_The_Humber,79,0,0,2020-05-05,451306
75+,Yorkshire_and_The_Humber,79,0,0,2020-05-05,366511
1-4,Yorkshire_and_The_Humber,80,0,0,2020-05-06,503965
5-14,Yorkshire_and_The_Humber,80,0,0,2020-05-06,145921
15-24,Yorkshire_and_The_Humber,80,0,0,2020-05-06,1074440
25-44,Yorkshire_and_The_Humber,80,0,0,2020-05-06,1109373
45-64,Yorkshire_and_The_Humber,80,0,0,2020-05-06,510799
65-74,Yorkshire_and_The_Humber,80,0,0,2020-05-06,451306
75+,Yorkshire_and_The_Humber,80,0,0,2020-05-06,366511
1-4,Yorkshire_and_The_Humber,81,0,0,2020-05-07,503965
5-14,Yorkshire_and_The_Humber,81,0,0,2020-05-07,145921
15-24,Yorkshire_and_The_Humber,81,0,0,2020-05-07,1074440
25-44,Yorkshire_and_The_Humber,81,0,0,2020-05-07,1109373
45-64,Yorkshire_and_The_Humber,81,0,0,2020-05-07,510799
65-74,Yorkshire_and_The_Humber,81,0,0,2020-05-07,451306
75+,Yorkshire_and_The_Humber,81,0,0,2020-05-07,366511
1-4,Yorkshire_and_The_Humber,82,0,0,2020-05-08,503965
5-14,Yorkshire_and_The_Humber,82,0,0,2020-05-08,145921
15-24,Yorkshire_and_The_Humber,82,0,0,2020-05-08,1074440
25-44,Yorkshire_and_The_Humber,82,0,0,2020-05-08,1109373
45-64,Yorkshire_and_The_Humber,82,0,0,2020-05-08,510799
65-74,Yorkshire_and_The_Humber,82,0,0,2020-05-08,451306
75+,Yorkshire_and_The_Humber,82,0,0,2020-05-08,366511
1-4,Yorkshire_and_The_Humber,83,0,0,2020-05-09,503965
5-14,Yorkshire_and_The_Humber,83,0,0,2020-05-09,145921
15-24,Yorkshire_and_The_Humber,83,0,0,2020-05-09,1074440
25-44,Yorkshire_and_The_Humber,83,0,0,2020-05-09,1109373
45-64,Yorkshire_and_The_Humber,83,0,0,2020-05-09,510799
65-74,Yorkshire_and_The_Humber,83,0,0,2020-05-09,451306
75+,Yorkshire_and_The_Humber,83,0,0,2020-05-09,366511
1-4,Yorkshire_and_The_Humber,84,0,0,2020-05-10,503965
5-14,Yorkshire_and_The_Humber,84,0,0,2020-05-10,145921
15-24,Yorkshire_and_The_Humber,84,0,0,2020-05-10,1074440
25-44,Yorkshire_and_The_Humber,84,0,0,2020-05-10,1109373
45-64,Yorkshire_and_The_Humber,84,0,0,2020-05-10,510799
65-74,Yorkshire_and_The_Humber,84,0,0,2020-05-10,451306
75+,Yorkshire_and_The_Humber,84,0,0,2020-05-10,366511
1-4,Yorkshire_and_The_Humber,85,0,0,2020-05-11,503965
5-14,Yorkshire_and_The_Humber,85,0,0,2020-05-11,145921
15-24,Yorkshire_and_The_Humber,85,0,0,2020-05-11,1074440
25-44,Yorkshire_and_The_Humber,85,0,0,2020-05-11,1109373
45-64,Yorkshire_and_The_Humber,85,0,0,2020-05-11,510799
65-74,Yorkshire_and_The_Humber,85,0,0,2020-05-11,451306
75+,Yorkshire_and_The_Humber,85,0,0,2020-05-11,366511
1-4,Yorkshire_and_The_Humber,86,0,0,2020-05-12,503965
5-14,Yorkshire_and_The_Humber,86,0,0,2020-05-12,145921
15-24,Yorkshire_and_The_Humber,86,0,0,2020-05-12,1074440
25-44,Yorkshire_and_The_Humber,86,0,0,2020-05-12,1109373
45-64,Yorkshire_and_The_Humber,86,0,0,2020-05-12,510799
