age,region,day,lmean,lsd,sample_date,N
1-4,East_Midlands,75,0,0,2020-05-01,544604
5-14,East_Midlands,75,0,0,2020-05-01,164885
15-24,East_Midlands,75,0,0,2020-05-01,1185703
25-44,East_Midlands,75,0,0,2020-05-01,1277009
45-64,East_Midlands,75,0,0,2020-05-01,587009
65-74,East_Midlands,75,0,0,2020-05-01,519079
75+,East_Midlands,75,0,0,2020-05-01,410896
1-4,East_Midlands,76,0,0,2020-05-02,544604
5-14,East_Midlands,76,0,0,2020-05-02,164885
15-24,East_Midlands,76,0,0,2020-05-02,1185703
25-44,East_Midlands,76,0,0,2020-05-02,1277009
45-64,East_Midlands,76,0,0,2020-05-02,587009
65-74,East_Midlands,76,0,0,2020-05-02,519079
75+,East_Midlands,76,0,0,2020-05-02,410896
1-4,East_Midlands,77,0,0,2020-05-03,544604
5-14,East_Midlands,77,0,0,2020-05-03,164885
15-24,East_Midlands,77,0,0,2020-05-03,1185703
25-44,East_Midlands,77,0,0,2020-05-03,1277009
45-64,East_Midlands,77,0,0,2020-05-03,587009
65-74,East_Midlands,77,0,0,2020-05-03,519079
75+,East_Midlands,77,0,0,2020-05-03,410896
1-4,East_Midlands,78,0,0,2020-05-04,544604
5-14,East_Midlands,78,0,0,2020-05-04,164885
15-24,East_Midlands,78,0,0,2020-05-04,1185703
25-44,East_Midlands,78,0,0,2020-05-04,1277009
45-64,East_Midlands,78,0,0,2020-05-04,587009
65-74,East_Midlands,78,0,0,2020-05-04,519079
75+,East_Midlands,78,0,0,2020-05-04,410896
1-4,East_Midlands,79,0,0,2020-05-05,544604
5-14,East_Midlands,79,0,0,2020-05-05,164885
15-24,East_Midlands,79,0,0,2020-05-05,1185703
25-44,East_Midlands,79,0,0,2020-05-05,1277009
45-64,East_Midlands,79,0,0,2020-05-05,587009
65-74,East_Midlands,79,0,0,2020-05-05,519079
75+,East_Midlands,79,0,0,2020-05-05,410896
1-4,East_Midlands,80,0,0,2020-05-06,544604
5-14,East_Midlands,80,0,0,2020-05-06,164885
15-24,East_Midlands,80,0,0,2020-05-06,1185703
25-44,East_Midlands,80,0,0,2020-05-06,1277009
45-64,East_Midlands,80,0,0,2020-05-06,587009
65-74,East_Midlands,80,0,0,2020-05-06,519079
75+,East_Midlands,80,0,0,2020-05-06,410896
1-4,East_Midlands,81,0,0,2020-05-07,544604
5-14,East_Midlands,81,0,0,2020-05-07,164885
15-24,East_Midlands,81,0,0,2020-05-07,1185703
25-44,East_Midlands,81,0,0,2020-05-07,1277009
45-64,East_Midlands,81,0,0,2020-05-07,587009
65-74,East_Midlands,81,0,0,2020-05-07,519079
75+,East_Midlands,81,0,0,2020-05-07,410896
1-4,East_Midlands,82,0,0,2020-05-08,544604
5-14,East_Midlands,82,0,0,2020-05-08,164885
15-24,East_Midlands,82,0,0,2020-05-08,1185703
25-44,East_Midlands,82,0,0,2020-05-08,1277009
45-64,East_Midlands,82,0,0,2020-05-08,587009
65-74,East_Midlands,82,0,0,2020-05-08,519079
75+,East_Midlands,82,0,0,2020-05-08,410896
1-4,East_Midlands,83,0,0,2020-05-09,544604
5-14,East_Midlands,83,0,0,2020-05-09,164885
15-24,East_Midlands,83,0,0,2020-05-09,1185703
25-44,East_Midlands,83,0,0,2020-05-09,1277009
45-64,East_Midlands,83,0,0,2020-05-09,587009
65-74,East_Midlands,83,0,0,2020-05-09,519079
75+,East_Midlands,83,0,0,2020-05-09,410896
1-4,East_Midlands,84,0,0,2020-05-10,544604
5-14,East_Midlands,84,0,0,2020-05-10,164885
15-24,East_Midlands,84,0,0,2020-05-10,1185703
25-44,East_Midlands,84,0,0,2020-05-10,1277009
45-64,East_Midlands,84,0,0,2020-05-10,587009
65-74,East_Midlands,84,0,0,2020-05-10,519079
75+,East_Midlands,84,0,0,2020-05-10,410896
1-4,East_Midlands,85,0,0,2020-05-11,544604
5-14,East_Midlands,85,8.307832082172347,0.620753252327075,2020-05-11,164885
15-24,East_Midlands,85,9.359334739915813,0.3267072490002834,2020-05-11,1185703
25-44,East_Midlands,85,8.55016657460581,0.37847040407256144,2020-05-11,1277009
45-64,East_Midlands,85,8.920953591626613,0.3901089097937469,2020-05-11,587009
65-74,East_Midlands,85,7.877321826078127,0.4190050041695551,2020-05-11,519079
75+,East_Midlands,85,8.28904857559033,0.5163119810020539,2020-05-11,410896
1-4,East_Midlands,86,0,0,2020-05-12,544604
5-14,East_Midlands,86,0,0,2020-05-12,164885
15-24,East_Midlands,86,0,0,2020-05-12,1185703
25-44,East_Midlands,86,0,0,2020-05-12,1277009
45-64,East_Midlands,86,0,0,2020-05-12,587009
65-74,East_Midlands,86,0,0,2020-05-12,519079
75+,East_Midlands,86,0,0,2020-05-12,410896
1-4,East_Midlands,87,0,0,2020-05-13,544604
5-14,East_Midlands,87,0,0,2020-05-13,164885
15-24,East_Midlands,87,0,0,2020-05-13,1185703
25-44,East_Midlands,87,0,0,2020-05-13,1277009
45-64,East_Midlands,87,0,0,2020-05-13,587009
65-74,East_Midlands,87,0,0,2020-05-13,519079
75+,East_Midlands,87,0,0,2020-05-13,410896
1-4,East_Midlands,88,0,0,2020-05-14,544604
5-14,East_Midlands,88,0,0,2020-05-14,164885
15-24,East_Midlands,88,0,0,2020-05-14,1185703
25-44,East_Midlands,88,0,0,2020-05-14,1277009
45-64,East_Midlands,88,0,0,2020-05-14,587009
65-74,East_Midlands,88,0,0,2020-05-14,519079
75+,East_Midlands,88,0,0,2020-05-14,410896
1-4,East_Midlands,89,0,0,2020-05-15,544604
5-14,East_Midlands,89,0,0,2020-05-15,164885
15-24,East_Midlands,89,0,0,2020-05-15,1185703
25-44,East_Midlands,89,0,0,2020-05-15,1277009
45-64,East_Midlands,89,0,0,2020-05-15,587009
65-74,East_Midlands,89,0,0,2020-05-15,519079
75+,East_Midlands,89,0,0,2020-05-15,410896
1-4,East_Midlands,90,0,0,2020-05-16,544604
5-14,East_Midlands,90,0,0,2020-05-16,164885
15-24,East_Midlands,90,0,0,2020-05-16,1185703
25-44,East_Midlands,90,0,0,2020-05-16,1277009
45-64,East_Midlands,90,0,0,2020-05-16,587009
65-74,East_Midlands,90,0,0,2020-05-16,519079
75+,East_Midlands,90,0,0,2020-05-16,410896
1-4,East_Midlands,91,0,0,2020-05-17,544604
5-14,East_Midlands,91,0,0,2020-05-17,164885
15-24,East_Midlands,91,0,0,2020-05-17,1185703
25-44,East_Midlands,91,0,0,2020-05-17,1277009
45-64,East_Midlands,91,0,0,2020-05-17,587009
65-74,East_Midlands,91,0,0,2020-05-17,519079
75+,East_Midlands,91,0,0,2020-05-17,410896
1-4,East_Midlands,92,0,0,2020-05-18,544604
5-14,East_Midlands,92,0,0,2020-05-18,164885
15-24,East_Midlands,92,0,0,2020-05-18,1185703
25-44,East_Midlands,92,0,0,2020-05-18,1277009
45-64,East_Midlands,92,0,0,2020-05-18,587009
65-74,East_Midlands,92,0,0,2020-05-18,519079
75+,East_Midlands,92,0,0,2020-05-18,410896
1-4,East_Midlands,93,0,0,2020-05-19,544604
5-14,East_Midlands,93,0,0,2020-05-19,164885
15-24,East_Midlands,93,0,0,2020-05-19,1185703
25-44,East_Midlands,93,0,0,2020-05-19,1277009
45-64,East_Midlands,93,0,0,2020-05-19,587009
65-74,East_Midlands,93,0,0,2020-05-19,519079
75+,East_Midlands,93,0,0,2020-05-19,410896
1-4,East_Midlands,94,0,0,2020-05-20,544604
5-14,East_Midlands,94,0,0,2020-05-20,164885
15-24,East_Midlands,94,0,0,2020-05-20,1185703
25-44,East_Midlands,94,0,0,2020-05-20,1277009
45-64,East_Midlands,94,0,0,2020-05-20,587009
65-74,East_Midlands,94,0,0,2020-05-20,519079
75+,East_Midlands,94,0,0,2020-05-20,410896
1-4,East_Midlands,95,0,0,2020-05-21,544604
5-14,East_Midlands,95,0,0,2020-05-21,164885
15-24,East_Midlands,95,0,0,2020-05-21,1185703
25-44,East_Midlands,95,0,0,2020-05-21,1277009
45-64,East_Midlands,95,0,0,2020-05-21,587009
65-74,East_Midlands,95,0,0,2020-05-21,519079
75+,East_Midlands,95,0,0,2020-05-21,410896
1-4,East_Midlands,96,0,0,2020-05-22,544604
5-14,East_Midlands,96,0,0,2020-05-22,164885
15-24,East_Midlands,96,0,0,2020-05-22,1185703
25-44,East_Midlands,96,0,0,2020-05-22,1277009
45-64,East_Midlands,96,0,0,2020-05-22,587009
65-74,East_Midlands,96,0,0,2020-05-22,519079
75+,East_Midlands,96,0,0,2020-05-22,410896
1-4,East_Midlands,97,0,0,2020-05-23,544604
5-14,East_Midlands,97,0,0,2020-05-23,164885
15-24,East_Midlands,97,0,0,2020-05-23,1185703
25-44,East_Midlands,97,0,0,2020-05-23,1277009
45-64,East_Midlands,97,0,0,2020-05-23,587009
65-74,East_Midlands,97,0,0,2020-05-23,519079
75+,East_Midlands,97,0,0,2020-05-23,410896
1-4,East_Midlands,98,0,0,2020-05-24,544604
5-14,East_Midlands,98,0,0,2020-05-24,164885
15-24,East_Midlands,98,0,0,2020-05-24,1185703
25-44,East_Midlands,98,0,0,2020-05-24,1277009
45-64,East_Midlands,98,0,0,2020-05-24,587009
65-74,East_Midlands,98,0,0,2020-05-24,519079
75+,East_Midlands,98,0,0,2020-05-24,410896
1-4,East_Midlands,99,0,0,2020-05-25,544604
5-14,East_Midlands,99,8.19018996170004,0.4450469515184199,2020-05-25,164885
15-24,East_Midlands,99,9.040519577523803,0.27412382484114245,2020-05-25,1185703
25-44,East_Midlands,99,8.475679875454963,0.292096909834385,2020-05-25,1277009
45-64,East_Midlands,99,8.352592985825487,0.3287932573894321,2020-05-25,587009
65-74,East_Midlands,99,7.599561001167478,0.33935073447005076,2020-05-25,519079
75+,East_Midlands,99,8.046779641847099,0.39278424714364496,2020-05-25,410896
1-4,East_Midlands,100,0,0,2020-05-26,544604
5-14,East_Midlands,100,0,0,2020-05-26,164885
15-24,East_Midlands,100,0,0,2020-05-26,1185703
25-44,East_Midlands,100,0,0,2020-05-26,1277009
45-64,East_Midlands,100,0,0,2020-05-26,587009
65-74,East_Midlands,100,0,0,2020-05-26,519079
75+,East_Midlands,100,0,0,2020-05-26,410896
1-4,East_Midlands,101,0,0,2020-05-27,544604
5-14,East_Midlands,101,0,0,2020-05-27,164885
15-24,East_Midlands,101,0,0,2020-05-27,1185703
25-44,East_Midlands,101,0,0,2020-05-27,1277009
45-64,East_Midlands,101,0,0,2020-05-27,587009
65-74,East_Midlands,101,0,0,2020-05-27,519079
75+,East_Midlands,101,0,0,2020-05-27,410896
1-4,East_Midlands,102,0,0,2020-05-28,544604
5-14,East_Midlands,102,0,0,2020-05-28,164885
15-24,East_Midlands,102,0,0,2020-05-28,1185703
25-44,East_Midlands,102,0,0,2020-05-28,1277009
45-64,East_Midlands,102,0,0,2020-05-28,587009
65-74,East_Midlands,102,0,0,2020-05-28,519079
75+,East_Midlands,102,0,0,2020-05-28,410896
1-4,East_Midlands,103,0,0,2020-05-29,544604
5-14,East_Midlands,103,0,0,2020-05-29,164885
15-24,East_Midlands,103,0,0,2020-05-29,1185703
25-44,East_Midlands,103,0,0,2020-05-29,1277009
45-64,East_Midlands,103,0,0,2020-05-29,587009
65-74,East_Midlands,103,0,0,2020-05-29,519079
75+,East_Midlands,103,0,0,2020-05-29,410896
1-4,East_Midlands,104,0,0,2020-05-30,544604
5-14,East_Midlands,104,0,0,2020-05-30,164885
15-24,East_Midlands,104,0,0,2020-05-30,1185703
25-44,East_Midlands,104,0,0,2020-05-30,1277009
45-64,East_Midlands,104,0,0,2020-05-30,587009
65-74,East_Midlands,104,0,0,2020-05-30,519079
75+,East_Midlands,104,0,0,2020-05-30,410896
1-4,East_Midlands,105,0,0,2020-05-31,544604
5-14,East_Midlands,105,0,0,2020-05-31,164885
15-24,East_Midlands,105,0,0,2020-05-31,1185703
25-44,East_Midlands,105,0,0,2020-05-31,1277009
45-64,East_Midlands,105,0,0,2020-05-31,587009
65-74,East_Midlands,105,0,0,2020-05-31,519079
75+,East_Midlands,105,0,0,2020-05-31,410896
1-4,East_Midlands,106,0,0,2020-06-01,544604
5-14,East_Midlands,106,0,0,2020-06-01,164885
15-24,East_Midlands,106,0,0,2020-06-01,1185703
25-44,East_Midlands,106,0,0,2020-06-01,1277009
45-64,East_Midlands,106,0,0,2020-06-01,587009
65-74,East_Midlands,106,0,0,2020-06-01,519079
75+,East_Midlands,106,0,0,2020-06-01,410896
1-4,East_Midlands,107,0,0,2020-06-02,544604
5-14,East_Midlands,107,0,0,2020-06-02,164885
15-24,East_Midlands,107,0,0,2020-06-02,1185703
25-44,East_Midlands,107,0,0,2020-06-02,1277009
45-64,East_Midlands,107,0,0,2020-06-02,587009
65-74,East_Midlands,107,0,0,2020-06-02,519079
75+,East_Midlands,107,0,0,2020-06-02,410896
1-4,East_Midlands,108,0,0,2020-06-03,544604
5-14,East_Midlands,108,0,0,2020-06-03,164885
15-24,East_Midlands,108,0,0,2020-06-03,1185703
25-44,East_Midlands,108,0,0,2020-06-03,1277009
45-64,East_Midlands,108,0,0,2020-06-03,587009
65-74,East_Midlands,108,0,0,2020-06-03,519079
75+,East_Midlands,108,0,0,2020-06-03,410896
1-4,East_Midlands,109,0,0,2020-06-04,544604
5-14,East_Midlands,109,0,0,2020-06-04,164885
15-24,East_Midlands,109,0,0,2020-06-04,1185703
25-44,East_Midlands,109,0,0,2020-06-04,1277009
45-64,East_Midlands,109,0,0,2020-06-04,587009
65-74,East_Midlands,109,0,0,2020-06-04,519079
75+,East_Midlands,109,0,0,2020-06-04,410896
1-4,East_Midlands,110,0,0,2020-06-05,544604
5-14,East_Midlands,110,0,0,2020-06-05,164885
15-24,East_Midlands,110,0,0,2020-06-05,1185703
25-44,East_Midlands,110,0,0,2020-06-05,1277009
45-64,East_Midlands,110,0,0,2020-06-05,587009
65-74,East_Midlands,110,0,0,2020-06-05,519079
75+,East_Midlands,110,0,0,2020-06-05,410896
1-4,East_Midlands,111,0,0,2020-06-06,544604
5-14,East_Midlands,111,0,0,2020-06-06,164885
15-24,East_Midlands,111,0,0,2020-06-06,1185703
25-44,East_Midlands,111,0,0,2020-06-06,1277009
45-64,East_Midlands,111,0,0,2020-06-06,587009
65-74,East_Midlands,111,0,0,2020-06-06,519079
75+,East_Midlands,111,0,0,2020-06-06,410896
1-4,East_Midlands,112,0,0,2020-06-07,544604
5-14,East_Midlands,112,0,0,2020-06-07,164885
15-24,East_Midlands,112,0,0,2020-06-07,1185703
25-44,East_Midlands,112,0,0,2020-06-07,1277009
45-64,East_Midlands,112,0,0,2020-06-07,587009
65-74,East_Midlands,112,0,0,2020-06-07,519079
75+,East_Midlands,112,0,0,2020-06-07,410896
1-4,East_Midlands,113,0,0,2020-06-08,544604
5-14,East_Midlands,113,8.163621670666853,0.41595159150667776,2020-06-08,164885
15-24,East_Midlands,113,8.779727413278142,0.2909424041927708,2020-06-08,1185703
25-44,East_Midlands,113,8.420459394108782,0.28876910069780415,2020-06-08,1277009
45-64,East_Midlands,113,8.046081345748767,0.3493794474888348,2020-06-08,587009
65-74,East_Midlands,113,7.43331444832871,0.34724433255518183,2020-06-08,519079
75+,East_Midlands,113,7.876619704768891,0.3804577430251254,2020-06-08,410896
1-4,East_Midlands,114,0,0,2020-06-09,544604
5-14,East_Midlands,114,0,0,2020-06-09,164885
15-24,East_Midlands,114,0,0,2020-06-09,1185703
25-44,East_Midlands,114,0,0,2020-06-09,1277009
45-64,East_Midlands,114,0,0,2020-06-09,587009
65-74,East_Midlands,114,0,0,2020-06-09,519079
75+,East_Midlands,114,0,0,2020-06-09,410896
1-4,East_Midlands,115,0,0,2020-06-10,544604
5-14,East_Midlands,115,0,0,2020-06-10,164885
15-24,East_Midlands,115,0,0,2020-06-10,1185703
25-44,East_Midlands,115,0,0,2020-06-10,1277009
45-64,East_Midlands,115,0,0,2020-06-10,587009
65-74,East_Midlands,115,0,0,2020-06-10,519079
75+,East_Midlands,115,0,0,2020-06-10,410896
1-4,East_Midlands,116,0,0,2020-06-11,544604
5-14,East_Midlands,116,0,0,2020-06-11,164885
15-24,East_Midlands,116,0,0,2020-06-11,1185703
25-44,East_Midlands,116,0,0,2020-06-11,1277009
45-64,East_Midlands,116,0,0,2020-06-11,587009
65-74,East_Midlands,116,0,0,2020-06-11,519079
75+,East_Midlands,116,0,0,2020-06-11,410896
1-4,East_Midlands,117,0,0,2020-06-12,544604
5-14,East_Midlands,117,0,0,2020-06-12,164885
15-24,East_Midlands,117,0,0,2020-06-12,1185703
25-44,East_Midlands,117,0,0,2020-06-12,1277009
45-64,East_Midlands,117,0,0,2020-06-12,587009
65-74,East_Midlands,117,0,0,2020-06-12,519079
75+,East_Midlands,117,0,0,2020-06-12,410896
1-4,East_Midlands,118,0,0,2020-06-13,544604
5-14,East_Midlands,118,0,0,2020-06-13,164885
15-24,East_Midlands,118,0,0,2020-06-13,1185703
25-44,East_Midlands,118,0,0,2020-06-13,1277009
45-64,East_Midlands,118,0,0,2020-06-13,587009
65-74,East_Midlands,118,0,0,2020-06-13,519079
75+,East_Midlands,118,0,0,2020-06-13,410896
1-4,East_Midlands,119,0,0,2020-06-14,544604
5-14,East_Midlands,119,0,0,2020-06-14,164885
15-24,East_Midlands,119,0,0,2020-06-14,1185703
25-44,East_Midlands,119,0,0,2020-06-14,1277009
45-64,East_Midlands,119,0,0,2020-06-14,587009
65-74,East_Midlands,119,0,0,2020-06-14,519079
75+,East_Midlands,119,0,0,2020-06-14,410896
