"2020-02-17"	0
"2020-02-18"	0
"2020-02-19"	0
"2020-02-20"	1
"2020-02-21"	4
"2020-02-22"	5
"2020-02-23"	4
"2020-02-24"	11
"2020-02-25"	18
"2020-02-26"	27
"2020-02-27"	34
"2020-02-28"	24
"2020-02-29"	51
"2020-03-01"	66
"2020-03-02"	63
"2020-03-03"	56
"2020-03-04"	88
"2020-03-05"	77
"2020-03-06"	74
"2020-03-07"	101
"2020-03-08"	71
"2020-03-09"	62
"2020-03-10"	129
