Period,NHSERApr19CD,Sex,AgeDesc,Age,Population
2018,E40000003,1,10,10,57802
2018,E40000003,1,14,14,49075
2018,E40000003,1,2,2,64130
2018,E40000003,1,21,21,51041
2018,E40000003,1,23,23,62264
2018,E40000003,1,5,5,63406
2018,E40000003,1,53,53,54404
2018,E40000003,1,60,60,40851
2018,E40000003,1,64,64,32681
2018,E40000003,1,77,77,15709
2018,E40000003,2,17,17,46158
2018,E40000003,2,42,42,63181
2018,E40000003,2,67,67,32011
2018,E40000003,2,75,75,23636
2018,E40000003,2,76,76,21482
2018,E40000003,2,78,78,20234
2018,E40000003,2,79,79,19915
2018,E40000003,2,81,81,17794
2018,E40000003,2,82,82,16849
2018,E40000003,4,10,10,113407
2018,E40000003,4,13,13,100163
2018,E40000003,4,14,14,96282
2018,E40000003,4,2,2,125262
2018,E40000003,4,21,21,99669
2018,E40000003,4,40,40,137632
2018,E40000003,4,44,44,122540
2018,E40000003,4,51,51,114667
2018,E40000003,4,53,53,110855
2018,E40000003,4,6,6,127222
2018,E40000003,4,60,60,83208
2018,E40000003,4,63,63,71697
2018,E40000003,4,64,64,68655
2018,E40000003,4,77,77,35088
2018,E40000005,1,20,20,52852
2018,E40000005,1,23,23,54351
2018,E40000005,1,37,37,55527
2018,E40000005,1,5,5,56130
2018,E40000005,1,50,50,62424
2018,E40000005,1,54,54,63867
2018,E40000005,1,72,72,40710
2018,E40000005,2,12,12,51715
2018,E40000005,2,36,36,57626
2018,E40000005,2,39,39,58027
2018,E40000005,2,41,41,54618
2018,E40000005,2,42,42,55223
2018,E40000005,2,57,57,58531
2018,E40000005,2,62,62,49177
2018,E40000005,2,7,7,55069
2018,E40000005,2,75,75,39853
2018,E40000005,2,78,78,31990
2018,E40000005,2,81,81,28380
2018,E40000005,2,83,83,25217
2018,E40000005,4,10,10,110980
2018,E40000005,4,14,14,101027
2018,E40000005,4,2,2,103197
2018,E40000005,4,21,21,105843
2018,E40000005,4,23,23,105245
2018,E40000005,4,5,5,108845
2018,E40000005,4,50,50,126823
2018,E40000005,4,53,53,130663
2018,E40000005,4,54,54,128392
2018,E40000005,4,60,60,105752
2018,E40000005,4,64,64,93124
2018,E40000005,4,72,72,85930
2018,E40000006,1,17,17,30009
2018,E40000006,1,71,71,38697
2018,E40000006,1,86,86,9618
2018,E40000006,1,89,89,6113
2018,E40000006,2,16,16,27641
2018,E40000006,2,19,19,33428
2018,E40000006,2,31,31,33183
2018,E40000006,2,4,4,30603
2018,E40000006,2,41,41,30224
2018,E40000006,2,43,43,32546
2018,E40000006,2,52,52,41548
2018,E40000006,2,61,61,35631
2018,E40000006,2,62,62,34014
2018,E40000006,2,8,8,31884
2018,E40000006,2,80,80,20880
2018,E40000006,2,83,83,17527
2018,E40000006,2,84,84,16036
2018,E40000006,4,17,17,58938
2018,E40000006,4,50,50,77577
2018,E40000006,4,54,54,81846
2018,E40000006,4,71,71,79878
2018,E40000006,4,72,72,61475
2018,E40000006,4,86,86,23962
2018,E40000006,4,89,89,16296
2018,E40000006,4,90+,90,64295
2018,E40000007,1,20,20,33561
2018,E40000007,1,24,24,39981
2018,E40000007,1,32,32,41104
2018,E40000007,1,46,46,44140
2018,E40000007,1,49,49,45698
2018,E40000007,1,71,71,39818
2018,E40000007,1,73,73,28725
2018,E40000007,1,85,85,11210
2018,E40000007,1,86,86,10196
2018,E40000007,1,88,88,7633
2018,E40000007,1,89,89,6231
2018,E40000007,2,0,0,36078
2018,E40000007,2,11,11,38274
2018,E40000007,2,22,22,35013
2018,E40000007,2,27,27,39184
2018,E40000007,2,3,3,39117
2018,E40000007,2,35,35,42889
2018,E40000007,2,38,38,44307
2018,E40000007,2,43,43,41565
2018,E40000007,2,52,52,47742
2018,E40000007,2,61,61,37666
2018,E40000007,2,80,80,21732
2018,E40000007,2,84,84,16625
2018,E40000007,2,9,9,40251
2018,E40000007,4,20,20,63919
2018,E40000007,4,24,24,77446
2018,E40000007,4,32,32,83184
2018,E40000007,4,37,37,86374
2018,E40000007,4,49,49,92148
2018,E40000007,4,71,71,84013
2018,E40000007,4,86,86,24828
2018,E40000007,4,89,89,16673
2018,E40000008,1,19,19,70279
2018,E40000008,1,32,32,66321
2018,E40000008,1,46,46,70505
2018,E40000008,1,49,49,72969
2018,E40000008,1,73,73,46240
2018,E40000008,1,85,85,16775
2018,E40000008,1,88,88,11060
2018,E40000008,2,0,0,57937
2018,E40000008,2,11,11,62081
2018,E40000008,2,13,13,59100
2018,E40000008,2,22,22,67695
2018,E40000008,2,3,3,61558
2018,E40000008,2,35,35,67115
2018,E40000008,2,40,40,59001
2018,E40000008,2,43,43,62080
2018,E40000008,2,44,44,64089
2018,E40000008,2,51,51,74617
2018,E40000008,2,52,52,75453
2018,E40000008,2,6,6,66181
2018,E40000008,2,61,61,59970
2018,E40000008,2,63,63,56254
2018,E40000008,2,80,80,34777
2018,E40000003,1,16,16,47349
2018,E40000003,1,19,19,45615
2018,E40000003,1,31,31,85868
2018,E40000003,1,32,32,88778
2018,E40000003,1,41,41,67917
2018,E40000003,1,42,42,65316
2018,E40000003,1,57,57,47158
2018,E40000003,1,62,62,37080
2018,E40000003,1,7,7,61232
2018,E40000003,1,75,75,19250
2018,E40000003,1,78,78,16755
2018,E40000003,1,81,81,13783
2018,E40000003,1,83,83,11698
2018,E40000003,1,9,9,57674
2018,E40000003,2,1,1,60891
2018,E40000003,2,13,13,48674
2018,E40000003,2,22,22,55291
2018,E40000003,2,4,4,59059
2018,E40000003,2,55,55,53576
2018,E40000003,2,56,56,50877
2018,E40000003,2,58,58,46916
2018,E40000003,2,59,59,44376
2018,E40000003,2,65,65,34228
2018,E40000003,2,68,68,31975
2018,E40000003,4,32,32,171746
2018,E40000003,4,41,41,132483
2018,E40000003,4,42,42,128497
2018,E40000003,4,57,57,95682
2018,E40000003,4,62,62,75736
2018,E40000003,4,67,67,60959
2018,E40000003,4,7,7,119508
2018,E40000003,4,75,75,42886
2018,E40000003,4,78,78,36989
2018,E40000003,4,81,81,31577
2018,E40000003,4,83,83,27406
2018,E40000005,1,0,0,48866
2018,E40000005,1,15,15,50256
2018,E40000005,1,16,16,49268
2018,E40000005,1,18,18,52404
2018,E40000005,1,19,19,52691
2018,E40000005,1,3,3,53707
2018,E40000005,1,31,31,51151
2018,E40000005,1,33,33,52372
2018,E40000005,1,41,41,52921
2018,E40000005,1,43,43,55108
2018,E40000005,1,52,52,64024
2018,E40000005,1,61,61,49880
2018,E40000005,1,62,62,48136
2018,E40000005,1,7,7,58287
2018,E40000005,1,80,80,24688
2018,E40000005,1,83,83,19179
2018,E40000005,1,84,84,17077
2018,E40000005,1,9,9,56508
2018,E40000005,2,1,1,48110
2018,E40000005,2,10,10,54036
2018,E40000005,2,14,14,49125
2018,E40000005,2,21,21,51308
2018,E40000005,2,55,55,63208
2018,E40000005,2,58,58,56134
2018,E40000005,2,87,87,18996
2018,E40000005,4,0,0,94823
2018,E40000005,4,16,16,96084
2018,E40000005,4,19,19,102539
2018,E40000005,4,3,3,104830
2018,E40000005,4,31,31,103622
2018,E40000005,4,41,41,107539
2018,E40000005,4,43,43,112442
2018,E40000005,4,52,52,129124
2018,E40000005,4,57,57,116539
2018,E40000005,4,61,61,101300
2018,E40000005,4,62,62,97313
2018,E40000005,4,7,7,113356
2018,E40000005,4,80,80,54932
2018,E40000005,4,83,83,44396
2018,E40000005,4,9,9,109781
2018,E40000006,1,15,15,29973
2018,E40000006,1,18,18,31777
2018,E40000006,1,26,26,34515
2018,E40000006,1,29,29,34568
2018,E40000006,1,3,3,31275
2018,E40000006,1,30,30,33631
2018,E40000006,1,33,33,32702
2018,E40000006,1,34,34,31621
2018,E40000006,1,40,40,29890
2018,E40000006,1,43,43,31467
2018,E40000006,1,44,44,32595
2018,E40000006,1,51,51,39779
2018,E40000006,1,52,52,39644
2018,E40000006,1,6,6,34497
2018,E40000006,1,61,61,33805
2018,E40000006,1,63,63,31765
2018,E40000006,1,80,80,17757
2018,E40000006,1,84,84,11934
2018,E40000006,2,14,14,28877
2018,E40000006,2,23,23,31577
2018,E40000006,2,37,37,33887
2018,E40000006,2,47,47,39039
2018,E40000006,2,79,79,21866
2018,E40000006,2,87,87,13127
2018,E40000006,4,0,0,55450
2018,E40000006,4,15,15,58314
2018,E40000006,4,18,18,62154
2018,E40000006,4,3,3,60935
2018,E40000006,4,33,33,65344
2018,E40000006,4,40,40,60118
2018,E40000006,4,43,43,64013
2018,E40000006,4,51,51,81026
2018,E40000006,4,52,52,81192
2018,E40000006,4,6,6,66861
2018,E40000006,4,61,61,69436
2018,E40000006,4,80,80,38637
2018,E40000006,4,84,84,27970
2018,E40000006,4,9,9,63819
2018,E40000007,1,1,1,39484
2018,E40000007,1,10,10,42390
2018,E40000007,1,13,13,38056
2018,E40000007,1,14,14,37692
2018,E40000007,1,21,21,35378
2018,E40000007,1,22,22,36651
2018,E40000007,1,55,55,44329
2018,E40000007,1,58,58,39967
2018,E40000007,1,65,65,33219
2018,E40000007,1,68,68,32983
2018,E40000007,2,17,17,35422
2018,E40000007,2,5,5,40507
2018,E40000007,2,50,50,47083
2018,E40000007,2,54,54,46866
2018,E40000007,2,72,72,32786
2018,E40000007,2,89,89,10442
2018,E40000007,2,90+,90,43818
2018,E40000007,4,1,1,76649
2018,E40000007,4,13,13,74082
2018,E40000007,4,22,22,71664
2018,E40000007,4,4,4,81224
2018,E40000007,4,55,55,89821
2018,E40000007,4,56,56,87419
2018,E40000007,4,58,58,80372
2018,E40000007,4,59,59,78839
2018,E40000007,4,65,65,68476
2018,E40000007,4,68,68,68599
2018,E40000008,1,2,2,64928
2018,E40000008,1,25,25,72481
2018,E40000008,1,26,26,72926
2018,E40000003,1,1,1,63373
2018,E40000003,1,25,25,69612
2018,E40000003,1,26,26,74538
2018,E40000003,1,28,28,82295
2018,E40000003,1,30,30,87629
2018,E40000003,1,34,34,85655
2018,E40000003,1,55,55,51130
2018,E40000003,1,58,58,45234
2018,E40000003,1,87,87,7299
2018,E40000003,2,20,20,44381
2018,E40000003,2,24,24,67808
2018,E40000003,2,32,32,82968
2018,E40000003,2,37,37,76255
2018,E40000003,2,71,71,32858
2018,E40000003,2,86,86,12106
2018,E40000003,2,89,89,8662
2018,E40000003,4,1,1,124264
2018,E40000003,4,25,25,142317
2018,E40000003,4,26,26,150833
2018,E40000003,4,28,28,163693
2018,E40000003,4,29,29,168487
2018,E40000003,4,30,30,173005
2018,E40000003,4,34,34,164330
2018,E40000003,4,55,55,104706
2018,E40000003,4,58,58,92150
2018,E40000003,4,87,87,18476
2018,E40000005,1,25,25,54330
2018,E40000005,1,47,47,62636
2018,E40000005,1,76,76,30295
2018,E40000005,1,79,79,26083
2018,E40000005,1,82,82,21480
2018,E40000005,1,87,87,12543
2018,E40000005,1,90+,90,30139
2018,E40000005,2,19,19,49848
2018,E40000005,2,32,32,53526
2018,E40000005,2,46,46,62076
2018,E40000005,2,49,49,64112
2018,E40000005,2,73,73,42972
2018,E40000005,2,85,85,21722
2018,E40000005,2,88,88,16946
2018,E40000005,4,25,25,105046
2018,E40000005,4,28,28,106649
2018,E40000005,4,47,47,127252
2018,E40000005,4,79,79,57837
2018,E40000005,4,87,87,31539
2018,E40000005,4,90+,90,93967
2018,E40000006,1,20,20,35397
2018,E40000006,1,24,24,34810
2018,E40000006,1,37,37,32631
2018,E40000006,1,42,42,30225
2018,E40000006,1,47,47,37634
2018,E40000006,1,67,67,31429
2018,E40000006,1,75,75,25948
2018,E40000006,1,76,76,22402
2018,E40000006,1,78,78,19477
2018,E40000006,1,79,79,18898
2018,E40000006,1,81,81,16423
2018,E40000006,1,82,82,14968
2018,E40000006,2,0,0,26952
2018,E40000006,2,11,11,30644
2018,E40000006,2,12,12,29963
2018,E40000006,2,27,27,33131
2018,E40000006,2,3,3,29660
2018,E40000006,2,35,35,32673
2018,E40000006,2,36,36,33077
2018,E40000006,2,38,38,33748
2018,E40000006,2,45,45,35530
2018,E40000006,2,48,48,38854
2018,E40000006,2,66,66,33582
2018,E40000006,2,69,69,35850
2018,E40000006,2,7,7,32257
2018,E40000006,2,70,70,38186
2018,E40000006,2,74,74,30720
2018,E40000006,2,9,9,31146
2018,E40000006,4,20,20,69233
2018,E40000006,4,23,23,65560
2018,E40000006,4,24,24,67108
2018,E40000006,4,37,37,66518
2018,E40000006,4,47,47,76673
2018,E40000006,4,67,67,65465
2018,E40000006,4,76,76,47568
2018,E40000006,4,79,79,40764
2018,E40000006,4,82,82,33365
2018,E40000007,1,17,17,36487
2018,E40000007,1,36,36,41547
2018,E40000007,1,39,39,41485
2018,E40000007,1,42,42,39592
2018,E40000007,1,57,57,42102
2018,E40000007,1,67,67,32255
2018,E40000007,1,75,75,25650
2018,E40000007,1,78,78,19660
2018,E40000007,1,81,81,17311
2018,E40000007,2,15,15,34301
2018,E40000007,2,16,16,33829
2018,E40000007,2,18,18,34726
2018,E40000007,2,31,31,41837
2018,E40000007,2,33,33,42441
2018,E40000007,2,4,4,39572
2018,E40000007,2,45,45,43552
2018,E40000007,2,48,48,44949
2018,E40000007,2,56,56,44122
2018,E40000007,2,59,59,39886
2018,E40000007,2,65,65,35257
2018,E40000007,2,66,66,34713
2018,E40000007,2,68,68,35616
2018,E40000007,2,69,69,36729
2018,E40000007,2,70,70,39112
2018,E40000007,2,74,74,30740
2018,E40000007,2,8,8,40782
2018,E40000007,4,17,17,71909
2018,E40000007,4,42,42,79746
2018,E40000007,4,67,67,67137
2018,E40000007,4,75,75,54470
2018,E40000007,4,76,76,47406
2018,E40000007,4,78,78,42692
2018,E40000007,4,79,79,42147
2018,E40000007,4,81,81,37969
2018,E40000007,4,82,82,35059
2018,E40000008,1,12,12,63695
2018,E40000008,1,36,36,63874
2018,E40000008,1,39,39,62286
2018,E40000008,1,41,41,57668
2018,E40000008,1,42,42,59810
2018,E40000008,1,57,57,67400
2018,E40000008,1,62,62,56532
2018,E40000008,1,67,67,53145
2018,E40000008,1,7,7,68069
2018,E40000008,1,75,75,41792
2018,E40000008,1,78,78,31737
2018,E40000008,1,81,81,26439
2018,E40000008,1,83,83,21577
2018,E40000008,2,15,15,56025
2018,E40000008,2,18,18,59561
2018,E40000008,2,26,26,70960
2018,E40000008,2,29,29,68310
2018,E40000008,2,30,30,68091
2018,E40000008,2,33,33,66948
2018,E40000008,2,4,4,62920
2018,E40000008,2,56,56,71117
2018,E40000008,2,58,58,65169
2018,E40000008,2,59,59,63566
2018,E40000008,2,65,65,56781
2018,E40000008,2,68,68,56874
2018,E40000003,1,20,20,46576
2018,E40000003,1,24,24,67326
2018,E40000003,1,37,37,82162
2018,E40000003,1,40,40,71044
2018,E40000003,1,43,43,63663
2018,E40000003,1,44,44,62076
2018,E40000003,1,51,51,56940
2018,E40000003,1,52,52,55818
2018,E40000003,1,61,61,38523
2018,E40000003,1,63,63,34900
2018,E40000003,1,80,80,15038
2018,E40000003,1,84,84,10504
2018,E40000003,2,0,0,59362
2018,E40000003,2,11,11,53106
2018,E40000003,2,12,12,51113
2018,E40000003,2,27,27,79882
2018,E40000003,2,3,3,59951
2018,E40000003,2,35,35,78489
2018,E40000003,2,36,36,77856
2018,E40000003,2,38,38,74375
2018,E40000003,2,39,39,71521
2018,E40000003,2,47,47,59395
2018,E40000003,2,7,7,58276
2018,E40000003,2,87,87,11177
2018,E40000003,2,9,9,55425
2018,E40000003,4,20,20,90957
2018,E40000003,4,23,23,125144
2018,E40000003,4,24,24,135134
2018,E40000003,4,37,37,158417
2018,E40000003,4,43,43,125195
2018,E40000003,4,5,5,124273
2018,E40000003,4,52,52,113560
2018,E40000003,4,61,61,78772
2018,E40000003,4,80,80,34084
2018,E40000003,4,84,84,24425
2018,E40000005,1,24,24,55256
2018,E40000005,1,32,32,52095
2018,E40000005,1,40,40,52916
2018,E40000005,1,44,44,56796
2018,E40000005,1,51,51,64205
2018,E40000005,1,53,53,64739
2018,E40000005,1,60,60,52242
2018,E40000005,1,63,63,45980
2018,E40000005,1,64,64,45453
2018,E40000005,1,77,77,26166
2018,E40000005,2,0,0,45957
2018,E40000005,2,11,11,52525
2018,E40000005,2,13,13,49199
2018,E40000005,2,22,22,50041
2018,E40000005,2,27,27,53136
2018,E40000005,2,3,3,51123
2018,E40000005,2,35,35,56183
2018,E40000005,2,38,38,59831
2018,E40000005,2,47,47,64616
2018,E40000005,2,6,6,55375
2018,E40000005,2,67,67,46710
2018,E40000005,2,76,76,34843
2018,E40000005,2,79,79,31754
2018,E40000005,2,82,82,26901
2018,E40000005,2,9,9,53273
2018,E40000005,4,20,20,102488
2018,E40000005,4,24,24,106524
2018,E40000005,4,32,32,105621
2018,E40000005,4,37,37,114593
2018,E40000005,4,40,40,108063
2018,E40000005,4,44,44,114785
2018,E40000005,4,51,51,129649
2018,E40000005,4,63,63,94016
2018,E40000005,4,77,77,56721
2018,E40000005,4,84,84,40136
2018,E40000006,1,1,1,29598
2018,E40000006,1,25,25,34376
2018,E40000006,1,28,28,35179
2018,E40000006,1,45,45,34614
2018,E40000006,1,46,46,36226
2018,E40000006,1,48,48,36926
2018,E40000006,1,49,49,38205
2018,E40000006,1,66,66,31259
2018,E40000006,1,69,69,33253
2018,E40000006,1,70,70,35413
2018,E40000006,1,73,73,28655
2018,E40000006,1,74,74,27876
2018,E40000006,1,85,85,10899
2018,E40000006,1,88,88,7460
2018,E40000006,1,90+,90,20168
2018,E40000006,2,20,20,33836
2018,E40000006,2,24,24,32298
2018,E40000006,2,32,32,32082
2018,E40000006,2,40,40,30228
2018,E40000006,2,44,44,33800
2018,E40000006,2,51,51,41247
2018,E40000006,2,63,63,33448
2018,E40000006,2,77,77,22027
2018,E40000006,4,1,1,57389
2018,E40000006,4,25,25,65611
2018,E40000006,4,26,26,67369
2018,E40000006,4,28,28,67820
2018,E40000006,4,29,29,67444
2018,E40000006,4,30,30,67509
2018,E40000006,4,34,34,64577
2018,E40000006,4,46,46,73900
2018,E40000006,4,49,49,77679
2018,E40000006,4,69,69,69103
2018,E40000006,4,73,73,59803
2018,E40000006,4,85,85,26126
2018,E40000006,4,88,88,19329
2018,E40000007,1,15,15,36557
2018,E40000007,1,16,16,36187
2018,E40000007,1,18,18,37092
2018,E40000007,1,19,19,33715
2018,E40000007,1,31,31,40311
2018,E40000007,1,33,33,40872
2018,E40000007,1,4,4,41652
2018,E40000007,1,50,50,44983
2018,E40000007,1,54,54,45257
2018,E40000007,1,64,64,33811
2018,E40000007,1,72,72,30427
2018,E40000007,1,8,8,42440
2018,E40000007,2,10,10,39999
2018,E40000007,2,13,13,36026
2018,E40000007,2,14,14,36000
2018,E40000007,2,2,2,39212
2018,E40000007,2,21,21,32713
2018,E40000007,2,41,41,39746
2018,E40000007,2,42,42,40154
2018,E40000007,2,57,57,42712
2018,E40000007,2,6,6,41688
2018,E40000007,2,62,62,36671
2018,E40000007,2,67,67,34882
2018,E40000007,2,75,75,28820
2018,E40000007,2,78,78,23032
2018,E40000007,2,81,81,20658
2018,E40000007,2,83,83,18143
2018,E40000007,4,16,16,70016
2018,E40000007,4,19,19,64626
2018,E40000007,4,31,31,82148
2018,E40000007,4,50,50,92066
2018,E40000007,4,53,53,93219
2018,E40000007,4,54,54,92123
2018,E40000007,4,60,60,77229
2018,E40000007,4,64,64,69971
2018,E40000007,4,72,72,63213
2018,E40000007,4,77,77,41026
2018,E40000003,1,17,17,48951
2018,E40000003,1,56,56,48707
2018,E40000003,1,59,59,42972
2018,E40000003,1,65,65,31415
2018,E40000003,1,68,68,28522
2018,E40000003,1,74,74,20879
2018,E40000003,1,90+,90,18366
2018,E40000003,2,16,16,44768
2018,E40000003,2,19,19,42029
2018,E40000003,2,31,31,83646
2018,E40000003,2,50,50,58234
2018,E40000003,2,53,53,56451
2018,E40000003,2,54,54,55421
2018,E40000003,2,60,60,42357
2018,E40000003,2,64,64,35974
2018,E40000003,2,72,72,27411
2018,E40000003,2,77,77,19379
2018,E40000003,2,8,8,56479
2018,E40000003,4,45,45,121503
2018,E40000003,4,48,48,117472
2018,E40000003,4,56,56,99584
2018,E40000003,4,59,59,87348
2018,E40000003,4,65,65,65643
2018,E40000003,4,66,66,62995
2018,E40000003,4,68,68,60497
2018,E40000003,4,69,69,59492
2018,E40000003,4,70,70,59973
2018,E40000003,4,74,74,45526
2018,E40000003,4,90+,90,54731
2018,E40000005,1,12,12,54426
2018,E40000005,1,17,17,51086
2018,E40000005,1,36,36,53998
2018,E40000005,1,39,39,55752
2018,E40000005,1,55,55,62090
2018,E40000005,1,58,58,55094
2018,E40000005,2,15,15,47511
2018,E40000005,2,16,16,46816
2018,E40000005,2,18,18,49377
2018,E40000005,2,31,31,52471
2018,E40000005,2,33,33,54499
2018,E40000005,2,4,4,51617
2018,E40000005,2,50,50,64399
2018,E40000005,2,54,54,64525
2018,E40000005,2,71,71,58319
2018,E40000005,2,72,72,45220
2018,E40000005,2,8,8,54844
2018,E40000005,2,86,86,20404
2018,E40000005,2,89,89,14952
2018,E40000005,4,17,17,99645
2018,E40000005,4,55,55,125298
2018,E40000005,4,56,56,120686
2018,E40000005,4,58,58,111228
2018,E40000005,4,59,59,108710
2018,E40000005,4,65,65,91710
2018,E40000005,4,68,68,92158
2018,E40000006,1,10,10,33130
2018,E40000006,1,14,14,30157
2018,E40000006,1,2,2,31162
2018,E40000006,1,21,21,35967
2018,E40000006,1,23,23,33983
2018,E40000006,1,41,41,29554
2018,E40000006,1,5,5,32852
2018,E40000006,1,57,57,37259
2018,E40000006,1,62,62,32515
2018,E40000006,1,83,83,13791
2018,E40000006,2,17,17,28929
2018,E40000006,2,39,39,32307
2018,E40000006,2,55,55,40498
2018,E40000006,2,56,56,39952
2018,E40000006,2,58,58,37420
2018,E40000006,2,59,59,36949
2018,E40000006,2,65,65,34246
2018,E40000006,2,68,68,34937
2018,E40000006,4,10,10,64769
2018,E40000006,4,14,14,59034
2018,E40000006,4,2,2,60680
2018,E40000006,4,21,21,69516
2018,E40000006,4,41,41,59778
2018,E40000006,4,42,42,61470
2018,E40000006,4,5,5,63994
2018,E40000006,4,57,57,75987
2018,E40000006,4,62,62,66529
2018,E40000006,4,75,75,54247
2018,E40000006,4,78,78,41815
2018,E40000006,4,81,81,36224
2018,E40000006,4,83,83,31318
2018,E40000007,1,0,0,38025
2018,E40000007,1,11,11,40663
2018,E40000007,1,12,12,39703
2018,E40000007,1,27,27,40041
2018,E40000007,1,3,3,41092
2018,E40000007,1,35,35,40205
2018,E40000007,1,38,38,42583
2018,E40000007,1,47,47,44941
2018,E40000007,1,7,7,43328
2018,E40000007,1,76,76,22312
2018,E40000007,1,79,79,19359
2018,E40000007,1,82,82,15464
2018,E40000007,1,87,87,8884
2018,E40000007,1,9,9,41851
2018,E40000007,2,1,1,37165
2018,E40000007,2,25,25,36537
2018,E40000007,2,26,26,37749
2018,E40000007,2,28,28,39279
2018,E40000007,2,29,29,40680
2018,E40000007,2,30,30,42122
2018,E40000007,2,34,34,42170
2018,E40000007,2,46,46,45135
2018,E40000007,2,49,49,46450
2018,E40000007,2,71,71,44195
2018,E40000007,2,73,73,31087
2018,E40000007,2,85,85,15271
2018,E40000007,2,86,86,14632
2018,E40000007,2,88,88,12184
2018,E40000007,4,0,0,74103
2018,E40000007,4,11,11,78937
2018,E40000007,4,12,12,77227
2018,E40000007,4,27,27,79225
2018,E40000007,4,3,3,80209
2018,E40000007,4,35,35,83094
2018,E40000007,4,36,36,85310
2018,E40000007,4,38,38,86890
2018,E40000007,4,39,39,84334
2018,E40000007,4,47,47,91559
2018,E40000007,4,7,7,84299
2018,E40000007,4,87,87,22426
2018,E40000007,4,9,9,82102
2018,E40000008,1,0,0,60517
2018,E40000008,1,11,11,64839
2018,E40000008,1,13,13,61746
2018,E40000008,1,22,22,72661
2018,E40000008,1,27,27,75378
2018,E40000008,1,3,3,65368
2018,E40000008,1,35,35,64688
2018,E40000008,1,38,38,65503
2018,E40000008,1,47,47,72301
2018,E40000008,1,6,6,69466
2018,E40000008,1,76,76,36370
2018,E40000008,1,79,79,30998
2018,E40000008,1,82,82,23739
2018,E40000008,1,9,9,66378
2018,E40000008,2,1,1,59780
2018,E40000008,2,25,25,67974
2018,E40000003,1,12,12,53901
2018,E40000003,1,27,27,79149
2018,E40000003,1,36,36,82550
2018,E40000003,1,39,39,75823
2018,E40000003,1,45,45,61735
2018,E40000003,1,46,46,61484
2018,E40000003,1,48,48,58939
2018,E40000003,1,49,49,57698
2018,E40000003,1,66,66,29832
2018,E40000003,1,69,69,27927
2018,E40000003,1,70,70,28176
2018,E40000003,1,73,73,21611
2018,E40000003,1,8,8,59274
2018,E40000003,1,85,85,9321
2018,E40000003,1,88,88,6404
2018,E40000003,2,15,15,46690
2018,E40000003,2,18,18,45721
2018,E40000003,2,26,26,76295
2018,E40000003,2,29,29,83483
2018,E40000003,2,30,30,85376
2018,E40000003,2,33,33,81536
2018,E40000003,2,34,34,78675
2018,E40000003,2,40,40,66588
2018,E40000003,2,43,43,61532
2018,E40000003,2,44,44,60464
2018,E40000003,2,51,51,57727
2018,E40000003,2,6,6,62341
2018,E40000003,2,61,61,40249
2018,E40000003,2,63,63,36797
2018,E40000003,2,80,80,19046
2018,E40000003,2,84,84,13921
2018,E40000003,4,12,12,105014
2018,E40000003,4,17,17,95109
2018,E40000003,4,36,36,160406
2018,E40000003,4,39,39,147344
2018,E40000003,4,46,46,120973
2018,E40000003,4,49,49,116452
2018,E40000003,4,71,71,62407
2018,E40000003,4,73,73,47014
2018,E40000003,4,85,85,22417
2018,E40000003,4,86,86,20570
2018,E40000003,4,88,88,16678
2018,E40000005,1,11,11,55846
2018,E40000005,1,27,27,55165
2018,E40000005,1,35,35,53233
2018,E40000005,1,38,38,56449
2018,E40000005,1,4,4,54297
2018,E40000005,1,45,45,59003
2018,E40000005,1,48,48,60987
2018,E40000005,1,56,56,60111
2018,E40000005,1,59,59,53638
2018,E40000005,1,65,65,44669
2018,E40000005,1,66,66,42788
2018,E40000005,1,68,68,43915
2018,E40000005,1,69,69,45840
2018,E40000005,1,70,70,49047
2018,E40000005,1,74,74,38314
2018,E40000005,1,8,8,57441
2018,E40000005,2,2,2,50164
2018,E40000005,2,25,25,50716
2018,E40000005,2,26,26,51865
2018,E40000005,2,28,28,52443
2018,E40000005,2,29,29,51839
2018,E40000005,2,30,30,52363
2018,E40000005,2,34,34,54812
2018,E40000005,2,40,40,55147
2018,E40000005,2,44,44,57989
2018,E40000005,2,5,5,52715
2018,E40000005,2,51,51,65444
2018,E40000005,2,53,53,65924
2018,E40000005,2,60,60,53510
2018,E40000005,2,63,63,48036
2018,E40000005,2,64,64,47671
2018,E40000005,2,77,77,30555
2018,E40000005,4,11,11,108371
2018,E40000005,4,12,12,106141
2018,E40000005,4,27,27,108301
2018,E40000005,4,35,35,109416
2018,E40000005,4,36,36,111624
2018,E40000005,4,38,38,116280
2018,E40000005,4,39,39,113779
2018,E40000005,4,4,4,105914
2018,E40000005,4,45,45,119809
2018,E40000005,4,46,46,123200
2018,E40000005,4,48,48,123214
2018,E40000005,4,66,66,88945
2018,E40000005,4,69,69,96017
2018,E40000005,4,70,70,101955
2018,E40000005,4,73,73,81957
2018,E40000005,4,74,74,80743
2018,E40000005,4,8,8,112285
2018,E40000005,4,85,85,37010
2018,E40000005,4,88,88,27346
2018,E40000006,1,11,11,32385
2018,E40000006,1,13,13,30266
2018,E40000006,1,22,22,35620
2018,E40000006,1,4,4,31798
2018,E40000006,1,55,55,39235
2018,E40000006,1,56,56,38651
2018,E40000006,1,58,58,36001
2018,E40000006,1,59,59,35416
2018,E40000006,1,65,65,31845
2018,E40000006,1,68,68,32473
2018,E40000006,2,25,25,31235
2018,E40000006,2,28,28,32641
2018,E40000006,2,5,5,31142
