Period,NHSERApr19CD,Sex,AgeDesc,Age,Population
2018,E40000010,2,10,10,42202
2018,E40000010,2,14,14,38054
2018,E40000010,2,21,21,44638
2018,E40000010,2,23,23,44080
2018,E40000010,2,30,30,47548
2018,E40000010,2,33,33,46650
2018,E40000010,2,34,34,45383
2018,E40000010,2,49,49,49878
2018,E40000010,2,61,61,41580
2018,E40000010,2,62,62,39347
2018,E40000010,2,80,80,23151
2018,E40000010,2,83,83,18460
2018,E40000010,4,0,0,79977
2018,E40000010,4,15,15,75718
2018,E40000010,4,16,16,75387
2018,E40000010,4,18,18,79747
2018,E40000010,4,3,3,85614
2018,E40000010,4,36,36,89242
2018,E40000010,4,39,39,84731
2018,E40000010,4,55,55,97339
2018,E40000010,4,58,58,88236
2018,E40000010,4,6,6,90181
2018,E40000010,4,71,71,85056
2018,E40000010,4,72,72,62864
2018,E40000010,4,86,86,23526
2018,E40000010,4,89,89,15164
2018,E40000010,4,9,9,85887
2018,E40000007,2,20,20,30358
2018,E40000007,2,23,23,35664
2018,E40000007,2,24,24,37465
2018,E40000007,2,37,37,44368
2018,E40000007,2,47,47,46618
2018,E40000007,2,76,76,25094
2018,E40000007,2,79,79,22788
2018,E40000007,2,82,82,19595
2018,E40000007,4,15,15,70858
2018,E40000007,4,18,18,71818
2018,E40000007,4,26,26,76757
2018,E40000007,4,29,29,80784
2018,E40000007,4,30,30,83508
2018,E40000007,4,33,33,83313
2018,E40000007,4,34,34,82273
2018,E40000007,4,40,40,79088
2018,E40000007,4,43,43,82104
2018,E40000007,4,44,44,83161
2018,E40000007,4,51,51,93285
2018,E40000007,4,6,6,85200
2018,E40000007,4,61,61,74297
2018,E40000007,4,63,63,69213
2018,E40000007,4,80,80,40351
2018,E40000007,4,84,84,29279
2018,E40000008,1,1,1,63138
2018,E40000008,1,10,10,67195
2018,E40000008,1,14,14,61317
2018,E40000008,1,21,21,73697
2018,E40000008,1,55,55,71586
2018,E40000008,1,58,58,63627
2018,E40000008,1,87,87,13108
2018,E40000008,2,17,17,57199
2018,E40000008,2,54,54,74249
2018,E40000008,2,71,71,64075
2018,E40000008,2,72,72,50268
2018,E40000008,2,86,86,22131
2018,E40000008,2,89,89,15479
2018,E40000008,4,1,1,122918
2018,E40000008,4,10,10,131223
2018,E40000008,4,13,13,120846
2018,E40000008,4,14,14,119414
2018,E40000008,4,21,21,142407
2018,E40000008,4,22,22,140356
2018,E40000008,4,55,55,143651
2018,E40000008,4,58,58,128796
2018,E40000009,1,2,2,51087
2018,E40000009,1,25,25,59676
2018,E40000009,1,28,28,57988
2018,E40000009,1,5,5,52957
2018,E40000009,1,50,50,58533
2018,E40000009,1,53,53,60666
2018,E40000009,1,54,54,60189
2018,E40000009,1,60,60,53104
2018,E40000009,1,64,64,47135
2018,E40000009,1,72,72,38471
2018,E40000009,1,77,77,25617
2018,E40000009,1,90+,90,22162
2018,E40000009,2,20,20,57250
2018,E40000009,2,24,24,55722
2018,E40000009,2,32,32,54794
2018,E40000009,2,42,42,48284
2018,E40000009,2,57,57,58187
2018,E40000009,2,67,67,47094
2018,E40000009,2,75,75,36041
2018,E40000009,2,76,76,32801
2018,E40000009,2,78,78,31406
2018,E40000009,2,81,81,27958
2018,E40000009,2,82,82,25860
2018,E40000009,4,2,2,99274
2018,E40000009,4,25,25,116426
2018,E40000009,4,26,26,119353
2018,E40000009,4,28,28,113299
2018,E40000009,4,29,29,109745
2018,E40000009,4,30,30,111447
2018,E40000009,4,34,34,105258
2018,E40000009,4,44,44,99686
2018,E40000009,4,5,5,103364
2018,E40000009,4,53,53,122585
2018,E40000009,4,60,60,108279
2018,E40000009,4,63,63,94898
2018,E40000009,4,64,64,95518
2018,E40000009,4,77,77,55682
2018,E40000010,1,2,2,44000
2018,E40000010,1,25,25,47997
2018,E40000010,1,28,28,49601
2018,E40000010,1,35,35,44458
2018,E40000010,1,5,5,44961
2018,E40000010,1,56,56,47436
2018,E40000010,1,58,58,43426
2018,E40000010,1,59,59,42270
2018,E40000010,1,60,60,41649
2018,E40000010,1,64,64,36503
2018,E40000010,1,77,77,20795
2018,E40000010,2,20,20,42625
2018,E40000010,2,24,24,44910
2018,E40000010,2,50,50,49662
2018,E40000010,2,53,53,51278
2018,E40000010,2,54,54,50526
2018,E40000010,2,67,67,36842
2018,E40000010,2,75,75,29404
2018,E40000010,2,76,76,26714
2018,E40000010,2,78,78,24697
2018,E40000010,2,79,79,23942
2018,E40000010,2,81,81,21415
2018,E40000010,2,82,82,20273
2018,E40000010,2,90+,90,39560
2018,E40000010,4,2,2,85657
2018,E40000010,4,25,25,94053
2018,E40000010,4,26,26,98023
2018,E40000010,4,28,28,97160
2018,E40000010,4,29,29,94882
2018,E40000010,4,35,35,89953
2018,E40000010,4,38,38,88821
2018,E40000010,4,45,45,87984
2018,E40000010,4,48,48,95442
2018,E40000010,4,56,56,96673
2018,E40000010,4,59,59,85772
2018,E40000010,4,60,60,84010
2018,E40000010,4,63,63,74223
2018,E40000010,4,64,64,74262
2018,E40000010,4,77,77,45319
2018,E40000007,4,21,21,68091
2018,E40000007,4,23,23,73678
2018,E40000007,4,45,45,86337
2018,E40000007,4,46,46,89275
2018,E40000007,4,48,48,89312
2018,E40000007,4,66,66,66920
2018,E40000007,4,69,69,70740
2018,E40000007,4,70,70,75514
2018,E40000007,4,73,73,59812
2018,E40000007,4,74,74,59159
2018,E40000007,4,85,85,26481
2018,E40000007,4,88,88,19817
2018,E40000008,1,17,17,59816
2018,E40000008,1,43,43,61084
2018,E40000008,1,52,52,73158
2018,E40000008,1,61,61,58269
2018,E40000008,1,80,80,28858
2018,E40000008,1,84,84,18639
2018,E40000008,1,90+,90,28452
2018,E40000008,2,16,16,55461
2018,E40000008,2,19,19,66608
2018,E40000008,2,31,31,67683
2018,E40000008,2,32,32,67584
2018,E40000008,2,55,55,72065
2018,E40000008,2,7,7,65257
2018,E40000008,2,87,87,20220
2018,E40000008,2,9,9,63254
2018,E40000008,4,25,25,140455
2018,E40000008,4,28,28,141613
2018,E40000008,4,41,41,115856
2018,E40000008,4,43,43,123164
2018,E40000008,4,5,5,132292
2018,E40000008,4,52,52,148611
2018,E40000008,4,61,61,118239
2018,E40000008,4,62,62,114649
2018,E40000008,4,80,80,63635
2018,E40000008,4,83,83,49496
2018,E40000008,4,84,84,43904
2018,E40000008,4,90+,90,92362
2018,E40000009,1,20,20,58908
2018,E40000009,1,24,24,58835
2018,E40000009,1,37,37,51517
2018,E40000009,1,55,55,59529
2018,E40000009,1,56,56,58658
2018,E40000009,1,58,58,54623
2018,E40000009,1,59,59,53550
2018,E40000009,1,65,65,46130
2018,E40000009,1,68,68,44658
2018,E40000009,2,11,11,48902
2018,E40000009,2,12,12,48903
2018,E40000009,2,27,27,57985
2018,E40000009,2,35,35,53700
2018,E40000009,2,36,36,53357
2018,E40000009,2,38,38,53502
2018,E40000009,2,39,39,50819
2018,E40000009,2,4,4,49058
2018,E40000009,2,50,50,60416
2018,E40000009,2,53,53,61919
2018,E40000009,2,54,54,61833
2018,E40000009,2,60,60,55175
2018,E40000009,2,64,64,48383
2018,E40000009,2,72,72,41821
2018,E40000009,2,8,8,51141
2018,E40000009,4,20,20,116158
2018,E40000009,4,23,23,111882
2018,E40000009,4,24,24,114557
2018,E40000009,4,37,37,105410
2018,E40000009,4,45,45,106376
2018,E40000009,4,48,48,115898
2018,E40000009,4,56,56,118646
2018,E40000009,4,59,59,109228
2018,E40000009,4,65,65,94098
2018,E40000009,4,66,66,90572
2018,E40000009,4,68,68,92795
2018,E40000009,4,70,70,99603
2018,E40000009,4,74,74,75613
2018,E40000010,1,11,11,43410
2018,E40000010,1,13,13,40982
2018,E40000010,1,22,22,46430
2018,E40000010,1,31,31,45102
2018,E40000010,1,32,32,46064
2018,E40000010,1,4,4,44296
2018,E40000010,1,50,50,47985
2018,E40000010,1,53,53,48958
2018,E40000010,1,67,67,34947
2018,E40000010,1,75,75,26131
2018,E40000010,1,76,76,22963
2018,E40000010,1,78,78,20781
2018,E40000010,1,79,79,19836
2018,E40000010,1,82,82,15368
2018,E40000010,2,2,2,41657
2018,E40000010,2,25,25,46056
2018,E40000010,2,28,28,47559
2018,E40000010,2,42,42,40495
2018,E40000010,2,5,5,42552
2018,E40000010,2,66,66,36063
2018,E40000010,2,69,69,37777
2018,E40000010,2,70,70,40554
2018,E40000010,2,73,73,31414
2018,E40000010,2,74,74,31545
2018,E40000010,2,85,85,15192
2018,E40000010,2,88,88,11496
2018,E40000010,4,11,11,84412
2018,E40000010,4,13,13,80079
2018,E40000010,4,22,22,90735
2018,E40000010,4,27,27,100168
2018,E40000010,4,32,32,92583
2018,E40000010,4,4,4,86532
2018,E40000010,4,40,40,78596
2018,E40000010,4,44,44,83430
2018,E40000010,4,51,51,98969
2018,E40000010,4,53,53,100236
2018,E40000010,4,76,76,49677
2018,E40000010,4,79,79,43778
2018,E40000010,4,8,8,86745
2018,E40000010,4,82,82,35641
