"[0,1)","[1,5)","[5,15)","[15,25)","[25,45)","[45,65)","[65,75)","[75,+)"
<<<<<<< HEAD
0.528199583693083,0.815289575315348,0.906266160605756,0.940084520820842,0.938366931981615,0.860383991699004,1.26848106906309,0.776024303452217
0.815289575315348,0.844351283994439,0.883949660396055,0.904216776692248,0.880106373025762,0.82250400019561,0.86126257199832,0.795394670805155
0.906266160605756,0.883949660396055,0.85413515275754,0.911676790385888,0.909407728706878,0.827386502300697,0.853654668755028,0.798872343336469
0.940084520820842,0.904216776692247,0.911676790385888,0.965772023398128,0.881822499545509,0.89078251518087,0.94642260883727,0.882657599136234
0.938366931981614,0.880106373025762,0.909407728706878,0.881822499545509,0.862157836679588,0.823061430937932,0.864651543541547,0.870204802538694
0.860383991699004,0.82250400019561,0.827386502300697,0.89078251518087,0.823061430937932,0.855781707818674,0.873263469627205,0.846621508607994
1.26848106906309,0.86126257199832,0.853654668755028,0.94642260883727,0.864651543541547,0.873263469627205,0.890152195123506,0.907255882856814
0.776024303452217,0.795394670805155,0.798872343336469,0.882657599136234,0.870204802538693,0.846621508607994,0.907255882856814,1
=======
0.528199583693083,0.815272743758068,0.906266160605756,0.940084707964769,0.938373482045705,0.860383991699004,1.26848106906309,0.776024303452217
0.815272743758068,0.844007877029855,0.883896079824457,0.90419160515633,0.880080154055176,0.822494732370086,0.861256312175441,0.795394670805155
0.906266160605756,0.883896079824457,0.853919928565987,0.911643019631923,0.909396727322281,0.827372835067653,0.853652259906186,0.798870422864927
0.940084707964769,0.90419160515633,0.911643019631924,0.965788394325396,0.88182518472245,0.890783935660684,0.946422682754574,0.882657599136234
0.938373482045705,0.880080154055176,0.909396727322281,0.88182518472245,0.86216101404039,0.82306247407194,0.864652992552668,0.870204802538694
0.860383991699004,0.822494732370086,0.827372835067653,0.890783935660684,0.82306247407194,0.855782254150392,0.873263777136716,0.846621623715254
1.26848106906309,0.861256312175441,0.853652259906186,0.946422682754574,0.864652992552668,0.873263777136716,0.890152494089728,0.907255882856814
0.776024303452217,0.795394670805155,0.798870422864927,0.882657599136234,0.870204802538693,0.846621623715254,0.907255882856814,1
>>>>>>> cd461697bd7ab18b5fbbdbc65dc4d5b08ae24321
