"[0,1)","[1,5)","[5,15)","[15,25)","[25,45)","[45,65)","[65,75)","[75,+)"
<<<<<<< HEAD
0.954834075736304,0.95436008109664,0.936279000312009,0.984360531690199,0.951847201248192,0.963723212618847,0.930974196361187,0.794824769832659
0.95436008109664,0.943502732675153,0.954318498244276,0.931894782279548,0.927896950566599,0.95498726598418,0.818171125216055,0.79975881461865
0.936279000312009,0.954318498244275,0.951132968227768,0.89725375244494,0.949803395296691,0.952573990429876,0.854202030329405,0.804572271614853
0.984360531690199,0.931894782279548,0.897253752444941,0.691225136086504,0.933784127976552,0.981995427098236,0.922542311318034,0.851571104147275
0.951847201248192,0.927896950566599,0.949803395296691,0.933784127976552,0.900383517587115,0.937296288033401,0.823022094419294,0.800832865670021
0.963723212618847,0.95498726598418,0.952573990429876,0.981995427098236,0.9372962880334,0.977002710948776,0.903286867001123,0.825022790205498
0.930974196361187,0.818171125216055,0.854202030329405,0.922542311318034,0.823022094419294,0.903286867001123,0.831791969696384,0.869502972819972
0.794824769832659,0.79975881461865,0.804572271614853,0.851571104147275,0.800832865670021,0.825022790205497,0.869502972819972,1
=======
0.954211049651678,0.954315080131305,0.936279000312009,0.984354192593382,0.951800045862658,0.963723212618847,0.930974196361187,0.794824769832659
0.954315080131305,0.943041075890418,0.954240476174784,0.931856362420234,0.927850652872624,0.954969889001281,0.8181610293183,0.79975881461865
0.936279000312009,0.954240476174784,0.950813042378716,0.897195251681371,0.94977857562369,0.952541721000207,0.854196228167735,0.804567897170574
0.984354192593382,0.931856362420234,0.897195251681371,0.691222628559053,0.933783507008045,0.981995080067376,0.922542299587478,0.851571104147275
0.951800045862659,0.927850652872624,0.94977857562369,0.933783507008045,0.900382711938076,0.937296003300817,0.823021806640862,0.800832865670021
0.963723212618847,0.95496988900128,0.952541721000207,0.981995080067376,0.937296003300817,0.977002565739768,0.903286825208259,0.825022774784848
0.930974196361187,0.8181610293183,0.854196228167735,0.922542299587478,0.823021806640862,0.903286825208259,0.831791959464514,0.869502972819972
0.794824769832659,0.79975881461865,0.804567897170574,0.851571104147275,0.800832865670021,0.825022774784848,0.869502972819972,1
>>>>>>> cd461697bd7ab18b5fbbdbc65dc4d5b08ae24321
