"[0,1)","[1,5)","[5,15)","[15,25)","[25,45)","[45,65)","[65,75)","[75,+)"
<<<<<<< HEAD
0.121786973419793,0.777478606852026,0.943399242866702,0.934022009972707,0.805952575010623,0.967641548508884,1.00590437012566,0.846832827568219
0.777478606852026,0.30043571548446,0.766744146975089,0.796288749343625,0.797548010649256,0.877215843698459,0.860404193458491,0.852053937526927
0.943399242866701,0.766744146975089,0.293220901176111,0.667731397730609,0.768375639039113,0.753182236160487,0.827679409543468,0.855591484850885
0.934022009972707,0.796288749343625,0.667731397730609,0.52070177124016,0.787631593672054,0.879834529917226,0.889626185097465,0.906483791371076
0.805952575010623,0.797548010649256,0.768375639039113,0.787631593672055,0.766321840108784,0.864468396504341,0.894622121031159,0.974576591391077
0.967641548508884,0.877215843698459,0.753182236160487,0.879834529917226,0.864468396504341,0.944660198446607,0.949924471888729,0.957928437761816
1.00590437012566,0.860404193458491,0.827679409543468,0.889626185097465,0.894622121031159,0.949924471888729,0.975895464287331,0.969830817238142
0.846832827568219,0.852053937526927,0.855591484850885,0.906483791371076,0.974576591391077,0.957928437761816,0.969830817238142,0.980338635244537
=======
0.126918894749703,0.800157399655628,0.960790693907746,0.951511395436226,0.820966531506806,1.00400802319695,1.04606390116874,0.882517099281623
0.800157399655628,0.308546491732881,0.781025413373825,0.806061154135369,0.805415925099523,0.902930673472891,0.895173613814266,0.887885097996662
0.960790693907746,0.781025413373825,0.301692746199729,0.677604026044996,0.774566902072803,0.765121312227148,0.854451974743356,0.889754665342451
0.951511395436226,0.806061154135369,0.677604026044995,0.527969132567884,0.781291973564591,0.881769607588649,0.91369782008574,0.942206975617933
0.820966531506806,0.805415925099523,0.774566902072804,0.781291973564591,0.751199164406707,0.854420645622905,0.914597714826792,1.00912294305946
1.00400802319695,0.902930673472892,0.765121312227148,0.881769607588649,0.854420645622906,0.944988726471006,0.973811100587848,0.988875491667884
1.04606390116874,0.895173613814266,0.854451974743356,0.913697820085739,0.914597714826792,0.973811100587848,1.00243819661466,0.998092072765086
0.882517099281623,0.887885097996662,0.889754665342451,0.942206975617933,1.00912294305946,0.988875491667883,0.998092072765086,0.992865385089434
>>>>>>> cd461697bd7ab18b5fbbdbc65dc4d5b08ae24321
