"[0,1)","[1,5)","[5,15)","[15,25)","[25,45)","[45,65)","[65,75)","[75,+)"
0.965489131131499,1.01580640916502,1.01639118544199,0.997886894375194,0.991753421843122,1.01218953769766,1.16448331413353,0.945768278943103
1.01580640916502,0.963840748042859,0.976254518174059,0.945848273450167,0.955873652550657,0.962424360286734,0.975576180967468,0.952369541718136
1.01639118544199,0.976254518174059,0.968897455795494,0.912445027538711,0.970657132098756,0.956704834590784,0.958605566957648,0.945045083809132
<<<<<<< HEAD
0.997886894375194,0.945848273450167,0.912445027538711,0.692302438865996,0.955832809898251,0.975126852824517,1.01903868211985,1.03715323381844
0.991753421843122,0.955873652550657,0.970657132098756,0.955832809898251,0.941124232726253,0.940624977041121,0.918893568445431,0.930236376692591
1.01218953769766,0.962424360286735,0.956704834590784,0.975126852824517,0.940624977041121,0.958438112798582,0.958351107792836,0.900525788619459
1.16448331413353,0.975576180967468,0.958605566957648,1.01903868211985,0.918893568445431,0.958351107792837,0.981007698460033,1.01898778836511
=======
0.997886894375194,0.945848273450166,0.912445027538711,0.692302438865996,0.955832809898251,0.975126852824517,1.01903868211985,1.03715323381844
0.991753421843122,0.955873652550657,0.970657132098756,0.955832809898251,0.941124232726253,0.940624977041121,0.918893568445431,0.930236376692591
1.01218953769766,0.962424360286735,0.956704834590784,0.975126852824517,0.940624977041121,0.958438112798582,0.958351107792836,0.900525788619459
1.16448331413353,0.975576180967468,0.958605566957648,1.01903868211985,0.918893568445431,0.958351107792836,0.981007698460033,1.01898778836511
>>>>>>> cd461697bd7ab18b5fbbdbc65dc4d5b08ae24321
0.945768278943103,0.952369541718136,0.945045083809132,1.03715323381844,0.930236376692591,0.900525788619459,1.01898778836511,1
