"[0,1)","[1,3)","[3,5)","[5,10)","[10,20)","[20,40)","[40,+)"
0.0942945839122406,NA,0.430926290782976,0.412185305528259,0.107860146709368,0.376623853621481,0.276800828863939
NA,0.0637021666336855,0.191339435587875,0.389096831498488,0.497816188660357,0.348101081137983,0.349537329910253
0.430926290782977,0.191339435587875,0.0267996486205374,0.136822514327365,0.41868819404941,0.35690470643897,0.253049752569107
0.412185305528259,0.389096831498488,0.136822514327365,0.0459902272660473,0.272137977341818,0.391385398911527,0.267785546010346
0.107860146709368,0.497816188660357,0.41868819404941,0.272137977341818,0.0802764977885613,0.273350680314647,0.314590309223433
0.376623853621482,0.348101081137983,0.35690470643897,0.391385398911527,0.273350680314647,0.183564759575578,0.28460307095858
0.276800828863939,0.349537329910253,0.253049752569108,0.267785546010346,0.314590309223433,0.28460307095858,0.269873978452328
