"Group","Scenario","Geography","ValueType","Value","1st centile","5th centile","25th centile","75th centile","95th centile","99th centile","50th centile","Creation Day","Creation Month","Creation Year","Day of Value","Month of Value","Year of Value"
"PHE","Forecast","North East and Yorkshire","death_inc_line",103.749546584357,23.7625336815588,41.1762791722058,72.8959090156787,147.458661286061,252.194548855628,365.068508759461,365.068508759461,12,4,2020,6,4,2020
"PHE","Forecast","North East and Yorkshire","death_inc_line",109.155277136939,24.8384457701069,43.2185463138694,76.1811729760375,154.934940100001,264.533567795758,390.367992660482,390.367992660482,12,4,2020,7,4,2020
"PHE","Forecast","North East and Yorkshire","death_inc_line",113.507561620248,25.7411613353409,44.6493357954716,79.2597759668939,160.734489607833,272.7755748048,409.627655976405,409.627655976405,12,4,2020,8,4,2020
"PHE","Forecast","North East and Yorkshire","death_inc_line",115.884765505357,26.4749173688466,45.9919310767916,80.5211402697445,165.963977036569,280.635334699102,425.152736187264,425.152736187264,12,4,2020,9,4,2020
"PHE","Forecast","North East and Yorkshire","death_inc_line",116.118714918262,27.0505929353951,46.2729595257013,81.611057764841,167.923471264355,286.027003424507,444.974858371126,444.974858371126,12,4,2020,10,4,2020
"PHE","Forecast","North East and Yorkshire","death_inc_line",117.758582758562,27.480173911621,46.1802383891578,82.5266600962871,169.430245356948,292.136563031445,446.203000855491,446.203000855491,12,4,2020,11,4,2020
"PHE","Forecast","North East and Yorkshire","death_inc_line",117.323003008764,27.7776726802607,45.9172148630308,81.654224754646,170.804284927059,294.930897312298,456.195328763948,456.195328763948,12,4,2020,12,4,2020
"PHE","Forecast","North East and Yorkshire","death_inc_line",114.991287403135,26.9846307135939,45.9951926103667,80.0931739575718,171.197293425451,295.463812092827,464.038172589541,464.038172589541,12,4,2020,13,4,2020
"PHE","Forecast","North East and Yorkshire","death_inc_line",113.412468467371,26.6937264146063,44.5433269603795,78.7160440190749,170.027430468974,295.160817020131,501.909633513521,501.909633513521,12,4,2020,14,4,2020
"PHE","Forecast","North East and Yorkshire","death_inc_line",112.424824652263,26.2727443059547,43.3630517312369,76.6825244230476,170.243820229775,298.219209782716,516.377863914972,516.377863914972,12,4,2020,15,4,2020
"PHE","Forecast","North East and Yorkshire","death_inc_line",110.696013721427,26.1579949374691,41.8341283214632,74.4175487985673,167.336008179625,301.059797264055,522.873187478076,522.873187478076,12,4,2020,16,4,2020
"PHE","Forecast","North East and Yorkshire","death_inc_line",107.070197498346,25.0337491574941,39.6765299741972,71.4951515481188,165.42634735901,300.0710110049,529.148854779369,529.148854779369,12,4,2020,17,4,2020
"PHE","Forecast","North East and Yorkshire","death_inc_line",103.132959521742,23.3474698698286,37.5053809364233,68.5553377528913,162.324991267997,294.205815212665,531.727993096347,531.727993096347,12,4,2020,18,4,2020
"PHE","Forecast","North East and Yorkshire","death_inc_line",99.7412220778827,21.4996460027042,35.5024652988353,65.3179238645547,157.953789628725,294.54017898689,534.875406608832,534.875406608832,12,4,2020,19,4,2020
"PHE","Forecast","North East and Yorkshire","death_inc_line",94.5206421231539,19.8762364130597,33.4230975622496,61.8954445633908,154.229626714026,289.993441858286,553.313204201727,553.313204201727,12,4,2020,20,4,2020
"PHE","Forecast","North East and Yorkshire","death_inc_line",90.8738817655572,18.3333264670301,30.926151391539,58.6389978408098,149.484046760066,288.912131876242,571.10029275606,571.10029275606,12,4,2020,21,4,2020
"PHE","Forecast","North East and Yorkshire","death_inc_line",86.6843716448422,16.8396749286476,28.6720519187892,54.9831795194037,143.549780528408,292.043225641798,591.456497702269,591.456497702269,12,4,2020,22,4,2020
"PHE","Forecast","North East and Yorkshire","death_inc_line",83.5381268367917,15.3460218022554,26.3763338959785,51.6809341721138,140.444535314845,296.347272137294,612.599108034239,612.599108034239,12,4,2020,23,4,2020
"PHE","Forecast","North East and Yorkshire","death_inc_line",78.5318553242989,13.7467792456639,24.2335060626466,47.696323691116,136.761342873792,298.623430889119,633.730202242715,633.730202242715,12,4,2020,24,4,2020
"PHE","Forecast","North East and Yorkshire","death_inc_line",73.3824054240581,12.5700300252721,22.0019659387959,44.1243498091815,131.069257983672,300.179568743917,638.684600179268,638.684600179268,12,4,2020,25,4,2020
"PHE","Forecast","North East and Yorkshire","death_inc_line",68.4518254852493,11.5645547491493,20.1369393440136,40.7398323403158,126.809600777679,303.695179222706,649.17618578398,649.17618578398,12,4,2020,26,4,2020
"PHE","Forecast","North East and Yorkshire","death_inc_line",64.3974108960597,10.4400470859333,18.2633966594725,37.2625675754233,120.488187952982,314.510638157009,662.641929677907,662.641929677907,12,4,2020,27,4,2020
"PHE","Forecast","North East and Yorkshire","death_inc_line",60.3501435251614,9.3971613531096,16.6533270510751,34.1422345162947,117.599722837372,302.372902284419,675.062695474645,675.062695474645,12,4,2020,28,4,2020
"PHE","Forecast","North East and Yorkshire","death_inc_line",55.5286093202396,8.43574495279553,14.9599621991158,31.5831334957915,112.269995558573,308.770341469798,686.507530100327,686.507530100327,12,4,2020,29,4,2020
"PHE","Forecast","North East and Yorkshire","death_inc_line",51.6906406657411,7.44915365294724,13.2348307116982,28.514832462978,108.738140104931,314.925272094486,696.961337572888,696.961337572888,12,4,2020,30,4,2020
"PHE","Forecast","North East and Yorkshire","death_inc_line",48.6539616459569,6.53786698433811,11.8688403977132,25.691943096361,106.178920246671,311.524516665666,706.387005194673,706.387005194673,12,4,2020,1,5,2020
"PHE","Forecast","North West","death_inc_line",2.56873147932429,0.597804636634177,1.06552935123106,1.83854987799621,3.69682768862732,6.55984358179938,10.280858040676,10.280858040676,12,4,2020,14,3,2020
"PHE","Forecast","North West","death_inc_line",3.16243795375105,0.737468571758272,1.30657217978596,2.26283124435243,4.55095213184161,8.06890352574467,12.6686405921111,12.6686405921111,12,4,2020,15,3,2020
"PHE","Forecast","North West","death_inc_line",3.87446472436634,0.913543045791487,1.60216334602516,2.77915674873525,5.54547075085423,9.90661225439652,15.4522106575168,15.4522106575168,12,4,2020,16,3,2020
"PHE","Forecast","North West","death_inc_line",4.76521255939972,1.13113450062009,1.96195849436324,3.41125012909773,6.79088595120569,12.1771196930941,18.8287812355389,18.8287812355389,12,4,2020,17,3,2020
"PHE","Forecast","North West","death_inc_line",5.86488672578715,1.39985786847242,2.40701797939683,4.18664796158093,8.35887299423987,14.9170625028176,22.7933434144906,22.7933434144906,12,4,2020,18,3,2020
"PHE","Forecast","North West","death_inc_line",7.18047266322348,1.73183112873017,2.97957640823432,5.13519171783626,10.2361572590985,18.1371486826178,27.6487682390208,27.6487682390208,12,4,2020,19,3,2020
"PHE","Forecast","North West","death_inc_line",8.77181411197477,2.14193018787274,3.6839684004703,6.26332545075695,12.5315337182585,22.1443612248071,33.7907447919079,33.7907447919079,12,4,2020,20,3,2020
"PHE","Forecast","North West","death_inc_line",10.7729278959285,2.64113100424539,4.5013643900137,7.60649290099404,15.4403959904097,27.0620553526426,41.2245731126167,41.2245731126167,12,4,2020,21,3,2020
"PHE","Forecast","North West","death_inc_line",13.1605162746466,3.22404096204103,5.5045740185274,9.30100767642452,18.8517828093369,32.959241434264,50.2981311986032,50.2981311986032,12,4,2020,22,3,2020
"PHE","Forecast","North West","death_inc_line",16.0964613279326,3.97008546926402,6.70530275179423,11.3672207487849,22.9824289363559,39.858180806369,61.0617700665881,61.0617700665881,12,4,2020,23,3,2020
"PHE","Forecast","North West","death_inc_line",19.6578834102667,4.89166046323442,8.18564761374165,13.8907731005233,28.069822828547,48.325506725119,73.7360763313304,73.7360763313304,12,4,2020,24,3,2020
"PHE","Forecast","North West","death_inc_line",24.0782243333049,6.12311301767653,9.95707848529164,16.8549611730477,34.278481715221,58.9466307694537,89.0931032963102,89.0931032963102,12,4,2020,25,3,2020
"PHE","Forecast","North West","death_inc_line",29.4383577210571,7.60898709852511,12.0436814334432,20.4870001194782,41.7964032901883,71.949830249695,107.198981307961,107.198981307961,12,4,2020,26,3,2020
"PHE","Forecast","North West","death_inc_line",35.4928002328326,9.32135059394522,14.5288437889761,24.9218367600417,50.820129699942,86.9804360382287,128.36665249662,128.36665249662,12,4,2020,27,3,2020
"PHE","Forecast","North West","death_inc_line",42.7334825913629,11.2065042701324,17.4889274581911,29.91433286969,60.9589082255201,103.870387374061,152.517013337944,152.517013337944,12,4,2020,28,3,2020
"PHE","Forecast","North West","death_inc_line",50.7803484802014,13.1148904137866,20.7399373744974,35.6670008481302,72.1034589352469,123.896171226597,179.255273662584,179.255273662584,12,4,2020,29,3,2020
"PHE","Forecast","North West","death_inc_line",59.3954535732524,15.4195135498431,24.3998599590272,41.8848099376332,84.4348393955585,145.397193867043,209.923612204736,209.923612204736,12,4,2020,30,3,2020
"PHE","Forecast","North West","death_inc_line",68.3595494624394,17.8398290260456,28.2944797659483,48.3190031379602,97.2218837747409,167.320052021232,241.527986079418,241.527986079418,12,4,2020,31,3,2020
"PHE","Forecast","North West","death_inc_line",77.3534760918468,20.2880895067992,31.9238754867119,54.7467967183402,110.058542170317,188.770971533536,272.431667544799,272.431667544799,12,4,2020,1,4,2020
"PHE","Forecast","North West","death_inc_line",85.8803847155077,22.6895691723555,35.498679449106,61.1425129746789,122.748497848126,208.916766451324,302.678334894347,302.678334894347,12,4,2020,2,4,2020
"PHE","Forecast","North West","death_inc_line",93.6824466052366,24.7859232412076,39.3229062267703,66.6938983688232,134.059171061735,228.641880143102,332.019990840554,332.019990840554,12,4,2020,3,4,2020
"PHE","Forecast","North West","death_inc_line",101.178257938898,26.5178461361877,42.8219561181137,71.6532471349813,145.05204553803,246.502408606238,364.402698504461,364.402698504461,12,4,2020,4,4,2020
"PHE","Forecast","North West","death_inc_line",108.211838316976,27.9399977763643,46.0459924648466,75.9956359176843,155.212085385819,262.504220670357,388.642155035738,388.642155035738,12,4,2020,5,4,2020
"PHE","Forecast","North West","death_inc_line",114.232204260294,29.0321123306925,47.6939402639999,79.5481843002349,163.473991726203,277.170447468789,409.633802354596,409.633802354596,12,4,2020,6,4,2020
"PHE","Forecast","North West","death_inc_line",119.48759312268,29.7879979290267,49.5519193530835,82.2471931867819,170.034009152029,290.947629433733,437.591740612947,437.591740612947,12,4,2020,7,4,2020
"PHE","Forecast","North West","death_inc_line",122.524712674046,30.21677307966,51.4334307413322,84.6808501224319,175.593183131299,300.481895780389,454.865766934543,454.865766934543,12,4,2020,8,4,2020
"PHE","Forecast","North West","death_inc_line",124.946390287828,32.7028843088756,52.4908067573024,85.7769856143801,179.126373449916,308.350551337168,463.406125603047,463.406125603047,12,4,2020,9,4,2020
"PHE","Forecast","North West","death_inc_line",126.518707227232,33.0998649986682,53.0496178052127,86.6464383258798,181.520993841678,316.473004005053,465.362003797972,465.362003797972,12,4,2020,10,4,2020
"PHE","Forecast","North West","death_inc_line",126.545783510824,32.0425656725117,52.7591850926195,86.4879711238877,181.772684011408,314.554286042981,464.161797642781,464.161797642781,12,4,2020,11,4,2020
"PHE","Forecast","North West","death_inc_line",125.328030531906,30.7342044332584,51.63836316899,85.7789136951836,181.102038977128,319.125132233592,479.884634423716,479.884634423716,12,4,2020,12,4,2020
"PHE","Forecast","North West","death_inc_line",124.060467182847,29.5720869008425,50.4039411199709,84.5819137011,179.640642782381,315.292709001943,493.3685746807,493.3685746807,12,4,2020,13,4,2020
"PHE","Forecast","North West","death_inc_line",121.641080447617,29.0829103689918,49.2450981674074,82.9079782988776,178.10635116564,308.503567805155,478.33260533245,478.33260533245,12,4,2020,14,4,2020
"PHE","Forecast","North West","death_inc_line",118.256069735855,28.6194820822106,47.8485165626817,80.1556909410423,174.905139242914,306.022291657325,476.204916922986,476.204916922986,12,4,2020,15,4,2020
"PHE","Forecast","North West","death_inc_line",113.717726904125,27.6481511793465,45.1395919367023,76.7551495265534,170.689840055324,301.407936065866,478.878629475292,478.878629475292,12,4,2020,16,4,2020
"PHE","Forecast","North West","death_inc_line",109.3703877703,26.5245146729652,43.3074374773901,72.7406689560238,164.229992997675,299.369314061432,475.243675446884,475.243675446884,12,4,2020,17,4,2020
"PHE","Forecast","North West","death_inc_line",106.092874109773,24.5189855082601,39.9138372960473,69.4115840070348,159.956233507514,292.871058401003,482.476328149561,482.476328149561,12,4,2020,18,4,2020
"PHE","Forecast","North West","death_inc_line",101.549559141787,22.4612450928114,37.1774632291439,65.4627838043371,155.747104392778,287.903290767228,481.51450230075,481.51450230075,12,4,2020,19,4,2020
"PHE","Forecast","North West","death_inc_line",96.4160874544397,20.4657404877546,34.5807007539726,61.8679110346202,150.301883365211,282.531297171288,491.654802388613,491.654802388613,12,4,2020,20,4,2020
"PHE","Forecast","North West","death_inc_line",92.0931669615969,19.2077625419314,31.9598516994618,58.2037892072249,143.460977812628,279.122092180554,499.713536710518,499.713536710518,12,4,2020,21,4,2020
"PHE","Forecast","North West","death_inc_line",86.4081635713357,18.0398813020556,29.3757277838232,54.4873222819721,138.692091312752,271.415552416284,504.103339578554,504.103339578554,12,4,2020,22,4,2020
"PHE","Forecast","North West","death_inc_line",81.4219646398367,16.5935505278135,26.8806750320497,50.9276817968911,132.03956540079,265.694763444622,511.968606464896,511.968606464896,12,4,2020,23,4,2020
"PHE","Forecast","North West","death_inc_line",76.720451801042,14.8779526324743,25.1053001030992,47.1114024367884,126.003390120257,260.147389431296,520.613556600199,520.613556600199,12,4,2020,24,4,2020
"PHE","Forecast","North West","death_inc_line",71.939150349582,13.2853913943368,22.5020518444905,43.4248640612655,120.536182812342,257.283615806304,528.34867080798,528.34867080798,12,4,2020,25,4,2020
"PHE","Forecast","North West","death_inc_line",67.0624978855418,11.8174622808032,20.0035459421344,40.1891392467373,115.05771102494,252.294930232951,535.305687232074,535.305687232074,12,4,2020,26,4,2020
"PHE","Forecast","North West","death_inc_line",62.7540700388162,10.4738562617194,18.0474400794537,36.6803492514568,109.561738318335,252.54260029465,541.530158518542,541.530158518542,12,4,2020,27,4,2020
"PHE","Forecast","North West","death_inc_line",58.3181639171244,9.51468245678869,15.9532164262793,33.7932502266574,104.066074061511,251.899680075884,547.027246152374,547.027246152374,12,4,2020,28,4,2020
"PHE","Forecast","North West","death_inc_line",53.8843167982022,8.28083135440694,14.269342453425,30.8944420147871,98.7532806355621,244.489839349904,551.801641021232,551.801641021232,12,4,2020,29,4,2020
"PHE","Forecast","North West","death_inc_line",49.9398399954732,7.18414970882966,12.6737622421542,27.875095371719,93.8301763651114,241.790180085336,555.85782880283,555.85782880283,12,4,2020,30,4,2020
"PHE","Forecast","North West","death_inc_line",46.3447472975039,6.25256034079089,11.2955185220138,25.3356690510183,88.460421570229,238.390141562233,559.200366684277,559.200366684277,12,4,2020,1,5,2020
"PHE","Forecast","South East","death_inc_line",4.87395126611886,1.33612177604117,1.97043793179423,3.3924450438657,6.81733660729994,11.0574172185448,15.1131408121902,15.1131408121902,12,4,2020,14,3,2020
"PHE","Forecast","South East","death_inc_line",5.72167338531152,1.57669013530194,2.30894180731273,3.98107490827236,8.03295222794521,12.9228279770173,17.8032163245955,17.8032163245955,12,4,2020,15,3,2020
"PHE","Forecast","South East","death_inc_line",6.77143800128137,1.85811473058328,2.70101330124993,4.69294862019443,9.42705601576539,15.0800936339781,20.7804071678536,20.7804071678536,12,4,2020,16,3,2020
"PHE","Forecast","South East","death_inc_line",7.87228310672411,2.17480779099307,3.14499926993265,5.52658723749867,11.0403703580559,17.5573546730216,24.1801439927734,24.1801439927734,12,4,2020,17,3,2020
"PHE","Forecast","South East","death_inc_line",9.23773383788599,2.53709509754329,3.66506875681817,6.45988674713897,12.8867197029877,20.6440245865538,28.1040818001632,28.1040818001632,12,4,2020,18,3,2020
"PHE","Forecast","South East","death_inc_line",10.8073055796301,2.95786473979627,4.29854994544017,7.57192076207192,14.976857987679,24.0105553197327,32.8698042778967,32.8698042778967,12,4,2020,19,3,2020
"PHE","Forecast","South East","death_inc_line",12.681575807621,3.44642849058578,5.0221323908777,8.82619934536599,17.5205322347574,27.9096149739813,38.5004334772978,38.5004334772978,12,4,2020,20,3,2020
"PHE","Forecast","South East","death_inc_line",14.8391624270824,4.07943361510026,5.84177441689345,10.3133622859562,20.4163496377666,32.6755296149854,44.9552135812064,44.9552135812064,12,4,2020,21,3,2020
"PHE","Forecast","South East","death_inc_line",17.3707733812814,4.75337194034727,6.80426493357581,12.0614250551499,23.7682129917121,38.1542133684764,52.8134017990008,52.8134017990008,12,4,2020,22,3,2020
"PHE","Forecast","South East","death_inc_line",20.2772399434662,5.53674691461703,7.93253302312543,14.0350457954655,27.682896154495,44.5093613485393,61.8977313386088,61.8977313386088,12,4,2020,23,3,2020
"PHE","Forecast","South East","death_inc_line",23.6481511179697,6.44724350090949,9.33997292963165,16.4047591421408,32.2710328018224,52.3145078346905,72.1585468711631,72.1585468711631,12,4,2020,24,3,2020
"PHE","Forecast","South East","death_inc_line",27.5702355044925,7.50480598355252,10.9037558564778,19.0658434296396,37.7661916768558,60.942224308132,84.7069192470142,84.7069192470142,12,4,2020,25,3,2020
"PHE","Forecast","South East","death_inc_line",32.1440295706742,8.72588314501531,12.7880932969218,22.1311503632347,44.0930619882052,70.7263143962813,98.6561315326123,98.6561315326123,12,4,2020,26,3,2020
"PHE","Forecast","South East","death_inc_line",37.1812691090328,10.1209338336781,15.0387107528925,25.6498524916053,50.9236594695955,82.4402801456472,113.696904036278,113.696904036278,12,4,2020,27,3,2020
"PHE","Forecast","South East","death_inc_line",42.803262712986,11.7459198751887,17.5520123009871,29.603713319756,58.7429303118525,94.5322720568941,131.836564615404,131.836564615404,12,4,2020,28,3,2020
"PHE","Forecast","South East","death_inc_line",48.9305180889109,13.5084313215075,19.8942820615999,33.9915186941249,67.2745078344118,108.528666554223,151.339304359874,151.339304359874,12,4,2020,29,3,2020
"PHE","Forecast","South East","death_inc_line",55.4234892220585,15.343609917036,22.6233014659345,38.5669642640673,76.3163822359919,122.579272778895,171.168347554257,171.168347554257,12,4,2020,30,3,2020
"PHE","Forecast","South East","death_inc_line",61.9299071222758,17.0448266747611,25.3725580675681,43.1186296356486,85.2707537121003,136.993536035416,191.835758342591,191.835758342591,12,4,2020,31,3,2020
"PHE","Forecast","South East","death_inc_line",68.1585418098248,18.7185866657747,28.0408727409678,47.6707784319794,94.0811268015873,151.400252739488,211.444904840398,211.444904840398,12,4,2020,1,4,2020
"PHE","Forecast","South East","death_inc_line",74.2098404188154,20.671437717221,30.5323587191592,51.9692771993824,102.046679585069,165.464439358153,228.399724678326,228.399724678326,12,4,2020,2,4,2020
"PHE","Forecast","South East","death_inc_line",79.3428486102823,22.4507816712466,32.7867267793371,55.855233423474,109.441473095415,177.053228513499,243.04495883113,243.04495883113,12,4,2020,3,4,2020
"PHE","Forecast","South East","death_inc_line",84.0862570603548,23.887008441637,34.6677749665929,59.1205679989777,116.350859745494,188.801515858663,254.844597371623,254.844597371623,12,4,2020,4,4,2020
"PHE","Forecast","South East","death_inc_line",88.3190349123275,24.6898295264195,36.3201884534026,61.7876592277333,121.843323007861,197.841033993557,264.23609488447,264.23609488447,12,4,2020,5,4,2020
"PHE","Forecast","South East","death_inc_line",91.6783230359053,25.1119286323553,37.923768400031,63.8594671896645,126.452092805042,207.072141705902,277.522748513577,277.522748513577,12,4,2020,6,4,2020
"PHE","Forecast","South East","death_inc_line",94.4806140378282,25.5447199103854,38.4653753520385,65.6185932021247,130.716198458427,211.101346602605,288.197875114106,288.197875114106,12,4,2020,7,4,2020
"PHE","Forecast","South East","death_inc_line",95.4621981198331,25.9369703024803,38.8613788186537,66.2212988708202,131.874787601129,215.635716188969,291.039962881963,291.039962881963,12,4,2020,8,4,2020
"PHE","Forecast","South East","death_inc_line",95.6748312442344,26.0439767084764,38.6606431365804,65.7063536036977,132.541495851827,216.15506980754,296.212941406329,296.212941406329,12,4,2020,9,4,2020
"PHE","Forecast","South East","death_inc_line",94.9143979230075,25.640943635656,38.4291710128715,65.7146844838601,132.653573319939,213.483023234472,295.367815333856,295.367815333856,12,4,2020,10,4,2020
"PHE","Forecast","South East","death_inc_line",93.9454936818231,25.4071017709205,37.3058389369315,65.295801214957,131.83204846899,213.478271408452,307.730495273177,307.730495273177,12,4,2020,11,4,2020
"PHE","Forecast","South East","death_inc_line",92.141487166246,25.0208063228526,36.4135510678958,63.8279586536305,129.890186842798,211.74212629426,307.927888067113,307.927888067113,12,4,2020,12,4,2020
"PHE","Forecast","South East","death_inc_line",89.6398347434343,24.0341671281045,34.9008387580211,62.2437732310767,127.751704548498,208.100457769283,301.79505285227,301.79505285227,12,4,2020,13,4,2020
"PHE","Forecast","South East","death_inc_line",87.563894189743,22.6934725274582,33.2897582706219,60.0157422792331,123.927546105344,201.215794768214,291.434973082967,291.434973082967,12,4,2020,14,4,2020
"PHE","Forecast","South East","death_inc_line",83.8359112860152,21.4127312650483,31.4499372900535,57.5672512110383,121.120275664647,197.708000640462,279.873688306481,279.873688306481,12,4,2020,15,4,2020
"PHE","Forecast","South East","death_inc_line",79.6799821090527,20.0784097381343,29.5291965230645,54.0756440948987,116.126502355329,193.068799545367,275.051272920986,275.051272920986,12,4,2020,16,4,2020
"PHE","Forecast","South East","death_inc_line",76.4099395489719,18.8035357824773,27.7400156107997,51.0998568834293,110.91850326298,187.612699443408,276.062715989609,276.062715989609,12,4,2020,17,4,2020
"PHE","Forecast","South East","death_inc_line",71.9430587058071,17.6211636876805,25.6524136733445,48.0726834228452,105.711304289611,186.053795514228,276.246122358092,276.246122358092,12,4,2020,18,4,2020
"PHE","Forecast","South East","death_inc_line",68.0838816652369,16.769536151261,23.4660020363772,45.3378793022121,101.210193462886,182.611607042141,281.061160540759,281.061160540759,12,4,2020,19,4,2020
"PHE","Forecast","South East","death_inc_line",64.3633807069782,15.3245460494825,21.8076258979387,42.3505860689242,96.5603600737208,180.249697792642,287.39702958523,287.39702958523,12,4,2020,20,4,2020
"PHE","Forecast","South East","death_inc_line",60.007161130798,14.0938503706662,19.8621898029696,39.6295124473205,91.6051920853597,173.90157882136,287.633906589873,287.633906589873,12,4,2020,21,4,2020
"PHE","Forecast","South East","death_inc_line",55.7350069812038,12.9688661943768,18.0922150077615,36.4216021798241,87.3329267037778,170.312899319379,294.071965972298,294.071965972298,12,4,2020,22,4,2020
"PHE","Forecast","South East","death_inc_line",52.3695835774071,11.8517084810624,16.507438720885,33.2269781133857,81.9316347598572,168.10848458909,286.799402734197,286.799402734197,12,4,2020,23,4,2020
"PHE","Forecast","South East","death_inc_line",48.839909930724,10.622846627757,14.8144851404,30.6168394240982,76.2261624086564,166.561957278412,271.056185708252,271.056185708252,12,4,2020,24,4,2020
"PHE","Forecast","South East","death_inc_line",45.310693122402,9.38997415085666,13.5179137360316,27.9159787367335,72.2349013520918,162.299059715842,267.246299016724,267.246299016724,12,4,2020,25,4,2020
"PHE","Forecast","South East","death_inc_line",41.7615525125768,8.26907575225292,12.1605252006005,25.5578074015061,69.2306903876785,161.894546426609,269.820107539801,269.820107539801,12,4,2020,26,4,2020
"PHE","Forecast","South East","death_inc_line",38.1786988345099,7.25670469828536,11.0810992441125,23.0866162266302,64.3521724597481,160.020663114214,274.760247108121,274.760247108121,12,4,2020,27,4,2020
"PHE","Forecast","South East","death_inc_line",34.6740545474269,6.45792868559861,9.87107549564949,20.5961507416256,59.8947963927658,158.213242209707,281.594309811985,281.594309811985,12,4,2020,28,4,2020
"PHE","Forecast","South East","death_inc_line",31.6087875427092,5.76147956714992,8.73311028139303,18.4884470787003,56.9308077209023,154.882303719638,286.426634305175,286.426634305175,12,4,2020,29,4,2020
"PHE","Forecast","South East","death_inc_line",28.7355864768086,5.18005530691893,7.73677867320294,16.5905543633935,53.5034286061235,151.960868617759,281.329276058335,281.329276058335,12,4,2020,30,4,2020
"PHE","Forecast","South East","death_inc_line",26.0138134663757,4.62412942528177,6.86606088002255,14.8635952880161,49.2374858730018,150.118927298266,281.110936776071,281.110936776071,12,4,2020,1,5,2020
"PHE","Forecast","South West","death_inc_line",1.32250732568478,0.302682591794866,0.505032119715472,0.90542046929777,1.81936526772672,3.31346685064047,5.1314480166718,5.1314480166718,12,4,2020,14,3,2020
"PHE","Forecast","South West","death_inc_line",1.58864720031688,0.367142784266808,0.609995821409969,1.09096288626683,2.18963696926377,3.89138588314994,6.0986358826677,6.0986358826677,12,4,2020,15,3,2020
"PHE","Forecast","South West","death_inc_line",1.90347405772243,0.444913902605174,0.735689590551094,1.31514243047637,2.62704926518321,4.62254196218973,7.23805637862658,7.23805637862658,12,4,2020,16,3,2020
"PHE","Forecast","South West","death_inc_line",2.26605891818553,0.538768744082589,0.876904902048678,1.58207261985743,3.16320685653738,5.49459400463441,8.58153817103354,8.58153817103354,12,4,2020,17,3,2020
"PHE","Forecast","South West","death_inc_line",2.70084884746786,0.652055594554119,1.06923802821838,1.9029264504427,3.78953198864486,6.62129568568376,10.1658318813755,10.1658318813755,12,4,2020,18,3,2020
"PHE","Forecast","South West","death_inc_line",3.22892978705005,0.788815877784255,1.29464502908048,2.27003133821879,4.52582693798631,7.86325135433443,12.0341466303084,12.0341466303084,12,4,2020,19,3,2020
"PHE","Forecast","South West","death_inc_line",3.85410230138015,0.953980084118468,1.53502191999382,2.71055027960032,5.40670832460494,9.27143210005048,14.2372117753194,14.2372117753194,12,4,2020,20,3,2020
"PHE","Forecast","South West","death_inc_line",4.60243207393762,1.15341851859842,1.82756174374024,3.2324889501654,6.50804657731933,10.9812697123705,16.8360889776239,16.8360889776239,12,4,2020,21,3,2020
"PHE","Forecast","South West","death_inc_line",5.51543168852438,1.36870794910969,2.21131744854829,3.8636039030786,7.74365353644332,13.1518505700622,19.9034527652356,19.9034527652356,12,4,2020,22,3,2020
"PHE","Forecast","South West","death_inc_line",6.60678095632137,1.59947623927064,2.63424942024839,4.62802484525948,9.19208755976277,15.814101750892,23.9371277095912,23.9371277095912,12,4,2020,23,3,2020
"PHE","Forecast","South West","death_inc_line",7.88455044249447,1.86873372993125,3.13819494506642,5.52767616310689,11.0048965350068,18.8248531700117,28.9293186340592,28.9293186340592,12,4,2020,24,3,2020
"PHE","Forecast","South West","death_inc_line",9.46086583122123,2.18271440806896,3.73108940973726,6.60078141978758,13.0728755075477,22.5071250040806,33.9107969081232,33.9107969081232,12,4,2020,25,3,2020
"PHE","Forecast","South West","death_inc_line",11.2802229068155,2.5753237508182,4.46566198353232,7.88523390819932,15.5860088082029,26.5789998969307,40.1433099789342,40.1433099789342,12,4,2020,26,3,2020
"PHE","Forecast","South West","death_inc_line",13.4902443674918,3.08858674374782,5.31439268648431,9.35923860924402,18.521799406164,31.6515563271267,47.0421070762342,47.0421070762342,12,4,2020,27,3,2020
"PHE","Forecast","South West","death_inc_line",15.9004263572421,3.68081141269268,6.20257114138948,11.093215807794,21.9626578728757,37.4751381763541,55.4561135372251,55.4561135372251,12,4,2020,28,3,2020
"PHE","Forecast","South West","death_inc_line",18.5244257488081,4.26024389006955,7.29994256380657,12.8958657344625,25.7266959520608,43.8483239035724,64.7796053447505,64.7796053447505,12,4,2020,29,3,2020
"PHE","Forecast","South West","death_inc_line",21.4560322463787,4.92031917236805,8.42223077095576,14.8256924794577,29.6739701932762,50.5799055376223,74.6540369445468,74.6540369445468,12,4,2020,30,3,2020
"PHE","Forecast","South West","death_inc_line",24.2570336186479,5.6398415046238,9.56226345254766,16.8769535335723,33.7225287051498,57.4825595386358,84.6760055898103,84.6760055898103,12,4,2020,31,3,2020
"PHE","Forecast","South West","death_inc_line",27.0821263112588,6.37604090936831,10.7551596732971,19.0073936278284,38.0131820866494,64.3277121234996,94.4775290815304,94.4775290815304,12,4,2020,1,4,2020
"PHE","Forecast","South West","death_inc_line",30.0045929207379,7.11201737010982,11.9878619949356,21.0154262903657,41.7395196675591,71.6353578926895,103.713621002327,103.713621002327,12,4,2020,2,4,2020
