age,region,day,lmean,lsd,sample_date,N
1-4,North_West,75,0,0,2020-05-01,787276
5-14,North_West,75,0,0,2020-05-01,249624
15-24,North_West,75,0,0,2020-05-01,1790074
25-44,North_West,75,0,0,2020-05-01,1802022
45-64,North_West,75,0,0,2020-05-01,870580
65-74,North_West,75,0,0,2020-05-01,706168
75+,North_West,75,0,0,2020-05-01,561179
1-4,North_West,76,0,0,2020-05-02,787276
5-14,North_West,76,0,0,2020-05-02,249624
15-24,North_West,76,0,0,2020-05-02,1790074
25-44,North_West,76,0,0,2020-05-02,1802022
45-64,North_West,76,0,0,2020-05-02,870580
65-74,North_West,76,0,0,2020-05-02,706168
75+,North_West,76,0,0,2020-05-02,561179
1-4,North_West,77,0,0,2020-05-03,787276
5-14,North_West,77,0,0,2020-05-03,249624
15-24,North_West,77,0,0,2020-05-03,1790074
25-44,North_West,77,0,0,2020-05-03,1802022
45-64,North_West,77,0,0,2020-05-03,870580
65-74,North_West,77,0,0,2020-05-03,706168
75+,North_West,77,0,0,2020-05-03,561179
1-4,North_West,78,0,0,2020-05-04,787276
5-14,North_West,78,0,0,2020-05-04,249624
15-24,North_West,78,0,0,2020-05-04,1790074
25-44,North_West,78,0,0,2020-05-04,1802022
45-64,North_West,78,0,0,2020-05-04,870580
65-74,North_West,78,0,0,2020-05-04,706168
75+,North_West,78,0,0,2020-05-04,561179
1-4,North_West,79,0,0,2020-05-05,787276
5-14,North_West,79,0,0,2020-05-05,249624
15-24,North_West,79,0,0,2020-05-05,1790074
25-44,North_West,79,0,0,2020-05-05,1802022
45-64,North_West,79,0,0,2020-05-05,870580
65-74,North_West,79,0,0,2020-05-05,706168
75+,North_West,79,0,0,2020-05-05,561179
1-4,North_West,80,0,0,2020-05-06,787276
5-14,North_West,80,0,0,2020-05-06,249624
15-24,North_West,80,0,0,2020-05-06,1790074
25-44,North_West,80,0,0,2020-05-06,1802022
45-64,North_West,80,0,0,2020-05-06,870580
65-74,North_West,80,0,0,2020-05-06,706168
75+,North_West,80,0,0,2020-05-06,561179
1-4,North_West,81,0,0,2020-05-07,787276
5-14,North_West,81,0,0,2020-05-07,249624
15-24,North_West,81,0,0,2020-05-07,1790074
25-44,North_West,81,0,0,2020-05-07,1802022
45-64,North_West,81,0,0,2020-05-07,870580
65-74,North_West,81,0,0,2020-05-07,706168
75+,North_West,81,0,0,2020-05-07,561179
1-4,North_West,82,0,0,2020-05-08,787276
5-14,North_West,82,0,0,2020-05-08,249624
15-24,North_West,82,0,0,2020-05-08,1790074
25-44,North_West,82,0,0,2020-05-08,1802022
45-64,North_West,82,0,0,2020-05-08,870580
65-74,North_West,82,0,0,2020-05-08,706168
75+,North_West,82,0,0,2020-05-08,561179
1-4,North_West,83,0,0,2020-05-09,787276
5-14,North_West,83,8.754800131219001,0.5866306866823109,2020-05-09,249624
15-24,North_West,83,9.339654430560842,0.3995903423847246,2020-05-09,1790074
25-44,North_West,83,8.874172705066167,0.42759744744065803,2020-05-09,1802022
45-64,North_West,83,8.749056553474704,0.5077247547442263,2020-05-09,870580
65-74,North_West,83,7.762451448536163,0.502888736378067,2020-05-09,706168
75+,North_West,83,9.104783672329573,0.5214750950467034,2020-05-09,561179
1-4,North_West,84,0,0,2020-05-10,787276
5-14,North_West,84,0,0,2020-05-10,249624
15-24,North_West,84,0,0,2020-05-10,1790074
25-44,North_West,84,0,0,2020-05-10,1802022
45-64,North_West,84,0,0,2020-05-10,870580
65-74,North_West,84,0,0,2020-05-10,706168
75+,North_West,84,0,0,2020-05-10,561179
1-4,North_West,85,0,0,2020-05-11,787276
5-14,North_West,85,0,0,2020-05-11,249624
15-24,North_West,85,0,0,2020-05-11,1790074
25-44,North_West,85,0,0,2020-05-11,1802022
45-64,North_West,85,0,0,2020-05-11,870580
65-74,North_West,85,0,0,2020-05-11,706168
75+,North_West,85,0,0,2020-05-11,561179
1-4,North_West,86,0,0,2020-05-12,787276
5-14,North_West,86,0,0,2020-05-12,249624
15-24,North_West,86,0,0,2020-05-12,1790074
25-44,North_West,86,0,0,2020-05-12,1802022
45-64,North_West,86,0,0,2020-05-12,870580
65-74,North_West,86,0,0,2020-05-12,706168
75+,North_West,86,0,0,2020-05-12,561179
1-4,North_West,87,0,0,2020-05-13,787276
5-14,North_West,87,0,0,2020-05-13,249624
15-24,North_West,87,0,0,2020-05-13,1790074
25-44,North_West,87,0,0,2020-05-13,1802022
45-64,North_West,87,0,0,2020-05-13,870580
65-74,North_West,87,0,0,2020-05-13,706168
75+,North_West,87,0,0,2020-05-13,561179
1-4,North_West,88,0,0,2020-05-14,787276
5-14,North_West,88,0,0,2020-05-14,249624
15-24,North_West,88,0,0,2020-05-14,1790074
25-44,North_West,88,0,0,2020-05-14,1802022
45-64,North_West,88,0,0,2020-05-14,870580
65-74,North_West,88,0,0,2020-05-14,706168
75+,North_West,88,0,0,2020-05-14,561179
1-4,North_West,89,0,0,2020-05-15,787276
5-14,North_West,89,0,0,2020-05-15,249624
15-24,North_West,89,0,0,2020-05-15,1790074
25-44,North_West,89,0,0,2020-05-15,1802022
45-64,North_West,89,0,0,2020-05-15,870580
65-74,North_West,89,0,0,2020-05-15,706168
75+,North_West,89,0,0,2020-05-15,561179
1-4,North_West,90,0,0,2020-05-16,787276
5-14,North_West,90,0,0,2020-05-16,249624
15-24,North_West,90,0,0,2020-05-16,1790074
25-44,North_West,90,0,0,2020-05-16,1802022
45-64,North_West,90,0,0,2020-05-16,870580
65-74,North_West,90,0,0,2020-05-16,706168
75+,North_West,90,0,0,2020-05-16,561179
1-4,North_West,91,0,0,2020-05-17,787276
5-14,North_West,91,0,0,2020-05-17,249624
15-24,North_West,91,0,0,2020-05-17,1790074
25-44,North_West,91,0,0,2020-05-17,1802022
45-64,North_West,91,0,0,2020-05-17,870580
65-74,North_West,91,0,0,2020-05-17,706168
75+,North_West,91,0,0,2020-05-17,561179
1-4,North_West,92,0,0,2020-05-18,787276
5-14,North_West,92,0,0,2020-05-18,249624
15-24,North_West,92,0,0,2020-05-18,1790074
25-44,North_West,92,0,0,2020-05-18,1802022
45-64,North_West,92,0,0,2020-05-18,870580
65-74,North_West,92,0,0,2020-05-18,706168
75+,North_West,92,0,0,2020-05-18,561179
